Number of Trips <1,Number of Trips 1-5,Number of Trips 5-25,Number of Trips 25-100,Number of Trips 100-250,Number of Trips >=250
614306796,880852035,573059979,33231063.544200625,19582476,8171476
696469125,930946583,740712467,44947784.8232529,20517203,7269302
688130891,914156523,728841809,45456442.19805703,21289606,7926932
738495574,961407043,753862677,44669498.1507837,19895363,7053818
713347539,936015051,742647008,46242766.678683385,21891799,7839421
727490217,997493494,766858965,44172965.70188088,20187123,6964959
663510070,952307034,653111678,34432042.044514105,18187958,7888334
626199596,885210873,581242995,31792642.826482587,18562882,8127631
743693090,976222147,759164471,42786067.446815185,17442604,5349049
763495352,990319174,773643184,43231515.208529316,16869306,5108822
752904038,984210187,769621695,43393922.85826278,17430850,5485344
721963547,970632061,770087281,43463248.20664785,17444832,5509012
754107836,1045774806,792879707,42200017.059893385,18213210,5800947
772952001,1097351139,734524634,33768311.78324968,15099431,5390539
568394593,809732497,523572954,25701670.092819065,13016328,4931164
696144797,956653707,750091086,41375205.306992784,16046295,4538194
772328022,1025307655,743433839,42190836.27016003,20006925,7895266
766909347,1048144040,765791238,42028750.76442911,18949178,7454603
752007645,1040160172,770247243,40291688.603513174,17245990,6599048
777464111,1084731377,785746836,43613430.108532,20813051,7705839
744625986,1110680987,729176539,36066561.87049232,17143853,7236369
643159945,956361338,584797420,32467959.505801193,17960383,7444921
781688041,1061081606,750643733,44524741.11912226,20487559,8338803
757704028,1036254141,819398688,46044604.9877743,18165050,5358031
754294419,1030776357,822647844,46371453.58382952,18547116,5353702
748959860,1040355244,829082808,47051839.178683385,19365636,5634411
760264743,1095437330,858247728,47392910.06677116,19556599,5398082
746192040,1117046016,777643624,39365999.548306145,16513856,5145369
661908169,1022550680,681078558,35067150.773140885,16377894,5441992
767420484,1079964154,845063567,45617584.116373904,17924505,5087757
789608830,1089914128,854300496,46521594.54987453,17776017,5146913
765449636,1073327213,846996645,46759976.48839398,18711738,5376973
758349488,1091230160,861731842,47685620.46110414,19239628,5186540
820748869,1182633966,907044574,48855478.59096612,19516584,4932420
806657445,1185129651,829482561,43469796.94008783,17666793,4997042
723768679,1066495064,711960317,39194017.08531995,18205194,5359986
799016339,1127966690,876484718,47294341.431169644,18330806,4810036
795026595,1133050968,886802688,47524053.3346926,18070372,4898094
778581778,1100433083,883182617,48265555.391031675,18936902,5932813
793201285,1112829931,888952485,50031186.65296517,20376096,6719865
785043127,1157754012,910268847,50335742.54879197,20551834,5220921
766261193,1192386329,844544721,44733785.66614371,19141828,5293040
683252167,1073389379,750543035,42627217.60570891,19227306,5270532
842687742,1139086398,917364851,52419467.08398621,21539357,5963896
897499113,1182026413,946431002,53555961.60827327,21890723,6040492
864285732,1125598294,911106839,53837808.725477904,22349679,6883814
857390510,1123398074,911012018,55302557.219680354,23755759,7303809
862450256,1149854985,918138665,56356684.019743025,25416182,7927486
851924032,1190977637,859706908,49308466.85983067,22438059,7491798
832801887,1186088522,818583857,49064746.084666036,24492205,6349377
924301220,1253187515,1003626639,57337752.64890282,22195415,4948248
935985916,1250857155,1014372595,58754057.99028518,23290281,5738883
948686158,1257025222,1018433140,60279164.844562836,24649743,6464312
957548358,1278152341,1036465801,63056472.63981191,27046558,7552837
970454845,1334851361,1067636031,66772665.81943574,30864900,8265786
920097792,1302889944,950858676,57429624.10034493,26607731,7922460
765829940,1081785642,776825282,50355109.868965514,24269243,9249632
728970939,1022551609,739150727,51700380.809837095,27580753,9708389
802932926,1105877463,905093091,54948187.737155385,24902893,9749802
873612320,1167929157,947749100,56741267.50250626,24869761,7866484
853929299,1137306039,923774905,57620944.41943574,25908553,7059644
844720570,1159055990,924313354,57410468.94858934,25810502,6540352
858820003,1200584007,876903730,54126070.968955785,25091322,6633297
782103638,1087014526,768211047,52045897.655388474,26618842,7074054
830787038,1123326720,887497052,54646331.964599,23733031,6620480
851609143,1111365739,903772657,57461906.10150376,26419695,8081482
905688943,1193042664,970419363,59401722.991228074,26316188,7993392
864127706,1148303656,941209722,59821154.009085216,27637588,8235200
882488082,1200463056,969289867,63119203.781954885,30350944,8464439
767725737,1132235427,841830768,51027688.255012535,23541205,7012140
738085242,1131848473,785300000,54210814.891604014,29246053,8882037
874634831,1220720127,983259151,57373093.121867165,25061310,7096590
823491215,1121278138,926574736,55960290.32424812,23956853,7682100
846087290,1123648109,919003011,57354627.203947365,25882537,8906104
860142126,1163846310,954869598,59074747.419172935,27016680,8650389
873077075,1180474151,952907566,63241989.39692982,30474164,8534846
883335863,1217536321,915551902,60650811.6118421,28621123,7896712
745290104,1034863657,758230319,57743281.518170424,31174347,9091146
812535435,1085440460,876280838,56911013.14254386,26612292,7980928
878572784,1156939813,932651336,56770440.5316416,24822023,7292129
903788061,1182484432,954798384,58637567.483082704,26283161,7508240
874727231,1156761822,943480103,59644619.58145364,27486839,7717930
841305788,1141939075,927818090,61660818.6343985,29005654,8000948
814583656,1135019663,853031997,58595374.07988722,27536730,7971767
711199708,994276075,746514644,56441286.00344612,27704081,7831851
767365126,1029123783,853325098,57943028.719924815,27471374,8469015
836130692,1118512710,927340225,57895414.0447995,26163982,8113939
802540079,1055361464,880119729,56535237.39473684,25692652,7880652
841289811,1105107560,914128129,59654142.162907265,28029974,8616726
826797160,1104831676,901628961,63044567.31641604,30864162,8943530
826888171,1147672232,873323658,59145625.139411025,28691698,8275386
712010212,1004302511,752768471,58610733.54921449,32172204,9543915
767437280,1035114100,858885074,57100496.794542536,26867887,8846013
758194504,1013598447,855942012,57272920.73335478,27216704,10035532
778635310,1032074578,858609241,58298576.108142905,28056874,10174855
892662740,1172780320,970025617,63225002.44311956,29732188,9143672
821992831,1098524972,896306197,62614299.907771684,30669546,8891692
703219233,939814229,766855351,53565258.24006462,26237320,7605921
674213220,941733865,710557688,57910870.88069275,33828444,11091509
709318166,980752498,806051446,56344434.915413536,28028872,10126609
733625120,992632596,837148991,56424325.421052635,26926933,9848461
736147827,990555644,837562143,58079258.92982456,28651744,10284239
750329016,1005130999,847709462,59830506.281954885,29417294,10026527
744401337,1035202915,864922240,61320973.741228074,31295934,10331883
743245110,1025676243,793479140,57535143.5018797,29696742,10344085
641380773,914025407,696933414,56095554.27756892,31929184,11548854
707259121,966714458,818989142,56677155.28665414,27623527,10058259
742768224,1014577468,850051736,54939978.46146616,24353608,8332003
748763325,1033914414,866797664,55780312.52506266,23859361,7618671
758362153,1038101818,872004808,56933982.3787594,25151551,7470969
753019627,1049969024,875349023,58419161.7052005,26811900,7447503
741902882,1044029841,807076548,56687569.06986216,26854210,8036265
620926207,895802704,684264323,54628830.00344612,29582314,9154520
719852992,998565830,837533183,54064401.99592732,23275430,6671566
706141161,973218681,844525604,56421188.0952381,25004980,8097920
700940437,978754235,850761217,56637286.575007826,25266848,8283051
683012381,947170593,826962077,57864964.66760652,27101489,9000808
733127165,1031229417,883545853,62372333.764411025,29815285,8917006
689412895,976148006,791121152,57855900.315162905,27880630,8724898
653840937,957112773,765343296,64394066.484962404,35045372,10897755
701111415,985180210,852797227,60894038.149749376,29111362,10517433
721393719,1013758369,892580632,61735362.4943609,28299019,10037171
708453418,1000577310,878453553,61180383.09555138,28220651,10071380
712804347,1016925501,889417773,63902403.977443606,31305271,11176233
694639082,996541517,861947021,65003831.041666664,33689956,11513185
671831841,972165671,784307159,62110086.5745614,32848706,11773434
624668345,927867182,722176747,61756658.493107766,35731935,10950862
731733416,1021846049,857430196,59249150.75822111,28315929,8618427
790910443,1079271261,895372485,55098748.19736842,23528665,6715500
816973434,1095229820,908709590,56713761.40632832,24542890,7195883
815520382,1095101231,917704732,59405721.77756892,26350423,7607596
763640993,1081743349,906696690,61351459.084586464,28843534,7946140
689534003,1043577589,825291541,59316163.315476194,28179194,7923824
662509379,1023301621,788926293,63950327.76684425,34993945,9860617
720609234,1075983817,912591612,61155344.832340956,27258623,8351615
743994383,1104673685,945639297,61282189.91350674,25075322,7502071
682284632,1012826630,884424880,61150154.38013162,28560129,15000190
689654043,1036645230,907500675,64061491.398934506,31508493,17801987
726396042,1103919249,954126492,69277401.13381386,35662064,18502015
681561949,1055315731,866322224,66433846.44844876,33240457,18083812
583984450,946937504,776902318,69738294.83265434,41309857,24303405
651637209,1007589226,889502585,66373920.34033219,33870400,23634582
623891728,958098532,871681583,66721786.878369905,33577537,25030693
676872086,1015958273,911116520,66542987.2930116,32893561,23806702
683193383,1020574485,911194356,67914242.33155751,34431045,24296665
738662369,1110815772,960974450,71204037.06330304,36541648,22888649
691881842,1065326060,877880006,68535855.00188029,34215046,23496037
545431835,872446731,701538501,57585184.93418991,32416911,18819527
606985745,929742633,797990268,54746619.70761517,25405649,17134673
636071108,983266217,852784689,55540659.19084927,24824249,16010974
621428411,960616242,841754614,56170967.8047634,25648498,13048084
628301830,973479294,846622800,57667464.786587276,27359289,10737724
642068607,1008881246,873191087,62540195.00282043,30889383,11274765
642170277,1020164196,829325174,59144891.6507837,28451919,11119764
569761451,917537718,733382329,59683420.03458213,33489456,13147742
631381794,949800645,817006582,57836194.98814482,28600511,12458963
682456601,1029223853,874353928,57825051.82490397,26928809,10133247
685017612,1033279604,887723123,58591343.2693786,26897922,10165167
741996433,1095946669,929894534,62888536.59923176,30454250,11726121
694269497,1055394942,898528653,68346045.02471116,37000323,12553484
720446530,1084136213,867977208,66633230.732263245,32667207,10413541
607571219,923248307,739419041,61166403.65729066,32327382,11546082
571182505,876622698,692984579,62269974.27656149,38501067,13872934
654387529,1024721838,889306460,60202459.492476486,28727683,11470874
674288207,1049130501,919944130,60590045.75736677,27779268,11466039
654291113,1010825678,880759216,60640794.17774294,28784443,11919288
706844449,1106911187,949300631,65625909.284952976,32251909,11545128
649255642,1030621781,842160744,60678653.40815047,29393789,11110234
513441567,896067566,739012049,64118954.675446846,28210942,12556622
659518449,1039814106,891845749,58933879.364890285,27174426,11093918
681079603,1055575278,913252456,60534334.71943574,27305475,11053414
659196235,1045747080,920649381,61224309.86865204,28097180,11435192
667396809,1059184956,920012629,63059436.49090909,30034131,11618720
718912632,1131811251,959969339,68275242.1877743,34132349,11421757
724208076,1139205347,922415642,67152888.86865203,31475942,10575380
609688946,952787972,741852080,57158352.16306052,31528199,9672770
618474941,967391289,818274240,52047810.88523048,22268416,7073750
689466984,1049285266,894471919,53529672.58657465,21043114,6390287
710257892,1091706173,933408931,54557373.12731264,21597325,6463572
695176644,1074462646,922244652,56738444.84415177,23954258,7534249
727512181,1139069210,968204138,61493557.84571966,27687461,6994821
713595669,1125282959,907474347,61383189.75564618,25007434,6296972
637134574,998058704,776053340,58459803.30877743,30087853,7606784
673740927,1052300096,883122907,54373699.833699405,21660351,5959580
646639405,1035983312,907392915,60775175.878645346,20468596,5404958
643528673,1046287644,923213072,64607205.77304075,21007700,5466540
680950938,1076893205,922166818,62421232.08341173,23300215,6354450
659334725,1059779589,889433837,60471426.44231975,26931545,5926164
634850924,1046236498,856337174,62506394.245768026,24324689,5325229
566825001,927892057,732340819,59529736.95547193,29266331,6437614
605370722,975217080,826628063,61363632.8877391,22128257,5114172
642428455,1039144919,895393751,63212558.07371393,21276750,4881269
653489527,1070870958,936787213,64043522.46612296,21758936,5179034
617868737,991385905,881585904,64247873.75094103,22722075,5363595
631743944,1054882397,917777825,68976463.72279711,26100863,5421588
602102109,1021144856,849649155,66489634.902132995,24089807,4890948
539412695,898597146,722434319,64602665.88213166,29352323,5675129
604139007,967411255,832024088,64247239.4184953,25175275,5282852
637187345,1005456915,873435091,63052434.87523511,23365822,5599530
642367342,1013851753,887033530,63946304.15987461,23924473,6277203
581407753,942910685,834446644,64287230.603134796,25462582,6826042
640058765,1042777066,904773868,68628569.69990593,27551294,6868446
640168996,1033806501,843452080,66695282.9,25715757,6076822
555470714,916341509,727470183,63758806.25556601,29115602,6607868
632515138,1007889808,854743213,62816031.38820947,23892923,6077242
619777985,993818003,860766966,62289113.795547195,22331760,5724942
600149589,976323187,838108728,63261701.94700533,24241167,6306221
651892281,1044961066,887909643,66652756.01787394,24808362,6063636
705300484,1137779412,952456055,72077792.0213233,27592024,6149881
699881799,1143253415,904682577,66734462.957353406,23516335,4941135
613059973,986002313,747112530,61395663.461128525,28171713,6169838
643865328,1041600203,856698241,57582419.18538269,20903592,5133916
652745069,1050704636,879062739,61057005.036050156,21073133,5174573
645621095,1050341458,883501967,62172313.471141785,21734571,5521991
654422214,1053986829,883156504,63532016.931953594,23378463,5953181
687532067,1125676729,925487338,67026547.741844416,26472047,5930843
673966010,1115579186,875446541,65481366.902163684,23979270,5196872
691758535,1117063399,854145059,60497059.3200502,24857649,7196026
727914014,1225654590,894100334,58102682.052714154,19799383,4422062
678891708,1127071413,841033585,55513969.55991217,18796585,4040363
664463773,1077104520,834433084,55888265.675870724,19346600,4197092
718655653,1165026078,898827067,60806126.37276436,22987088,5376070
742947476,1184568287,926142300,66384695.410103545,27875622,6963121
691733388,1076283534,860373865,64843394.23627236,29736300,8273375
636114823,1042039713,830078098,54108185.2169279,19385064,5726170
693673488,1140077114,892070945,63345779.41943574,22994466,5175559
701148678,1151643156,896035187,64980478.6984326,23664454,5162713
682037013,1087372089,883381567,63997045.11410658,24544530,5614624
678647997,1093305571,866994097,63856837.002195045,24708092,5827446
709578960,1151500500,914072427,64730953.788021326,25240926,5918790
676241635,1120205660,885982384,56506800.026967704,23063786,5406592
630164404,1026994144,804261933,59935372.813617826,26481099,8071286
697914267,1136490246,879783391,50682499.07656103,24279210,7437086
706333984,1151060992,888610917,51097763.56528562,23242137,7341072
747452056,1191433526,913319955,54213695.088484466,23934625,7636221
745114226,1178784448,903249896,60748617.4603075,24206719,7543530
672817832,1089739725,853295763,71146386.25894539,26770359,7949020
640809860,1045512787,825657928,75884226.04235959,24583458,7764406
559602572,984369070,719790381,59827076.555660084,25248366,7843688
623653980,1033537047,828976615,66713175.14016933,23807192,7306642
645292668,1069362705,857693433,69022748.13546567,24168549,7700109
678547184,1142605897,866114278,67804862.68579492,26581152,7460438
512191513,849469373,691545084,65579702.26394984,24363809,6587025
685916221,1109056111,862545316,67537178.70868611,24973368,7019051
618381835,1039676210,791578785,64255806.4338143,25362035,7853255
603077775,1026881912,746861414,61108710.69165855,27597273,8306436
646881250,1036310852,839809269,65492570.89934149,23284545,7431034
721626602,1135142584,914435214,66839626.67262465,22356580,7096997
732821696,1154107509,941566333,67594691.43932267,22769736,7065976
742312642,1158237967,941361450,69352569.59222083,23387458,7382128
760348590,1198582389,963302717,71197260.14460477,24358170,7049428
731991991,1181160231,899558245,65640344.76324867,22410601,6996664
635194568,1035660461,771425757,60238143.54391468,23596168,7499550
629470221,1000645897,821139448,66341881.03670012,23168076,7546764
660049859,1041417986,863794482,67722347.85100377,22393812,7182425
665187634,1027644724,853842460,68174247.95166352,23010842,7328327
694834011,1078052333,877657058,67818632.39359699,22393610,7281029
693432345,1086449039,896598796,68558074.7903327,23072951,7330949
671064787,1079683070,821746050,63871488.38594289,22529734,7494314
578648926,954343709,714387964,59010615.69689363,24105126,7600848
638944322,1023557054,837231949,65947101.38864492,22714849,7092385
674921758,1050621917,867607293,68323087.2058362,22937115,6874747
644365215,1004613184,831395618,67101961.152132995,23900758,7571798
664387479,1048254055,850712122,67091653.614684656,24240177,7737277
692080699,1111488315,919834930,75424226.4217132,27365628,8025706
658823639,1090634030,857496396,69950550.23407593,25830861,7646928
535403395,878342079,670634644,57957430.76732518,24086732,7070424
613603486,991212537,838017982,72900035.07996237,26613661,7481432
585348325,1024444332,929919906,86267113.20664786,32273536,9685358
604190312,1070568527,946488979,85035858.92787708,32628300,10198729
514641976,985356829,815055545,69226856.12605833,26738871,8157899
315446320,577814673,500982276,51767031.90370138,19948816,6207514
571469926,983396081,766320995,68715701.90244667,27210476,8133518
602452970,929093913,744892165,53770056.66835603,35785864,10295377
670127409,1032995926,868927549,52200576.496197715,26832006,8092279
684993724,1056013308,895181824,53145747.29575681,26111795,7804731
695336146,1089670605,910639549,54785956.239936605,28415192,8189227
725530609,1137929940,888062145,49406937.824833706,25672298,7287227
577940083,903676123,707278848,45825173.84135529,25682948,7601173
681965080,1052716325,847066093,59258969.87836554,32310378,9000169
604287786,942855956,734468584,49306826.03736542,32254996,9516665
722489828,1091201722,863466910,41496084.790668346,22746525,6920171
699054971,1055536263,859393251,41781114.15379767,21633021,6685292
716296352,1091548431,886366136,43129804.90800252,24130240,7541612
716796233,1077055605,873946860,43994411.68631778,25366089,7979278
771063005,1143878952,909337374,47242593.92782855,29393923,8447511
774392900,1132159379,867147113,51666072.80239521,30378528,8380578
695181217,1014823651,735946275,42490082.09042218,21732097,7393000
707570151,1065457710,841941376,40713313.51843681,16694538,6191717
698444974,1061695266,857236717,42575742.296879925,16707549,6214926
720752318,1091598891,879223657,43185493.59394704,17421826,6575087
735686684,1089500791,883070794,43984434.60125984,17982425,6515192
827873724,1222957262,993077939,51904699.82482672,23869625,6675119
885101836,1245760350,983530664,59431276.561967835,24344134,5755076
785489248,1112659872,871025348,52834844.082966685,26780577,8270174
867670516,1210422395,1027871968,57279508.04051507,25375782,8378574
716426413,1031492798,872079957,39563073.237032376,15728426,5839635
746616224,1071603678,906672854,39352554.28167243,15504714,5867740
829063237,1161948861,978918637,44458771.11557789,17729604,6803680
851306012,1193288554,997155253,55284628.884978004,24017420,7353076
809426426,1141159050,937043439,60633827.43333333,24419029,6304526
748878989,1042171368,823622309,49886113.83763373,27003806,8418214
746865765,1059403746,873511883,39774094.63593455,15549632,6579730
778128315,1117786660,936256906,42215685.70201384,15333598,6074460
772417272,1114244956,929636526,41858485.84366153,15636144,6254563
759723325,1088919085,917276638,43874390.749055415,17448171,6529233
803806282,1166731980,965987388,50424991.200125866,23572793,7003692
815812812,1163086964,933569497,57857683.519043125,23899666,6070060
782307002,1071488650,834366859,50854430.98489616,26896189,8638796
818605022,1123757644,930852311,47486645.03933291,20165414,7691335
820766689,1151680896,959193099,43618047.38885391,15645938,6227887
826179350,1160028717,964618917,42891977.694899246,15656564,6320864
838950132,1160261746,967345953,45339154.36921624,17590522,6910215
905219295,1259518247,1036861981,52620224.704345085,23802976,7431497
870866492,1204866960,968104670,59412581.94706994,24148682,6404087
886464056,1155008987,903226271,50453799.09376967,25699721,9033206
911956931,1209278664,1053919074,56126722.69823789,25051678,9000211
861607878,1215522071,1024385500,46358174.33721296,16987458,6947029
886182762,1254781570,1063752222,47312176.39754485,17454122,7089365
901879093,1255320743,1065999708,49622836.84612964,19576485,7991077
873077296,1217243804,1019919592,54290857.73253619,27836583,9451706
832915706,1161582102,956889220,52254093.02297765,17247869,5972723
869171619,1138720190,892346084,52268227.10031447,27991229,9390663
901066302,1195895192,1006159943,49927084.157497644,21484079,8447275
889933326,1220164382,1022051724,45859380.47169811,16913573,6960870
894497527,1230095132,1030526813,45616155.49811321,17119033,7078962
906492007,1230505799,1035535598,48319577.733878575,19324184,7752371
928818484,1269234758,1053013490,54294512.39194715,26349514,8504098
897060573,1216218496,984969653,57982556.80654294,22762353,6569111
900451771,1203060195,980837578,61905719.57861635,30343669,9377424
961994450,1283895370,1096673300,51169775.703866705,18783461,7670401
997555766,1346726959,1155088689,53592775.8430324,18152287,6721764
980693369,1315792004,1128077171,51861916.69971672,17853572,6424952
999253415,1335990546,1121508563,53764518.35525487,20008737,6902708
1021971495,1373056993,1137242348,60476967.04375197,27571884,7737394
976440474,1306015651,1058290105,63450249.195091255,22744599,5763675
956990707,1251542916,983853066,60600184.48850394,30292431,8578351
1001098795,1322586168,1121218252,58293320.82876928,23657618,7724283
988846538,1353516317,1134561451,53758542.472607054,18788344,6354525
993753406,1360677141,1142570823,53419081.981108315,18922702,6341433
1011545838,1369511738,1144370877,56059519.92978589,21287405,6977066
1014881652,1379973264,1137373845,62346815.06397731,29499866,7943208
969201057,1312517751,1059319723,63778070.06332703,22528526,5615908
925597578,1204374097,974932049,66650011.421417326,34178624,8888893
993495427,1318797361,1108698736,52780494.56486146,20315667,7617005
1051911948,1380956682,1182007290,54958393.8488665,19325439,6604567
1030093276,1376488594,1134383768,51398679.15685039,19123613,6584000
1031091704,1367323225,1146372256,56043971.30645669,21679337,7069065
1046524763,1395128289,1153661594,62663310.671077505,29771530,7921706
999504543,1325231213,1071801011,65348155.23944549,24236530,5830555
920983777,1235303734,993882928,67869757.37334594,36629358,9716824
985065806,1298671802,1103652888,55560105.76062992,22558185,8027014
1084148604,1447532144,1214345188,56753600.75629723,20858371,6975329
1019165973,1377438425,1153254775,54747996.16887209,20848468,6858737
1031339980,1383476793,1155015765,57906967.29332073,23470809,7420358
1042554629,1405239990,1157271635,64586042.72770249,32279923,8352637
990687935,1329182831,1071329600,66727349.08627204,25726657,6047967
943947098,1228133762,958837250,67250964.38071226,36833110,9406479
1093521222,1410767495,1186009996,58676804.29143037,23799713,8392982
1149035806,1500702705,1258986974,58391169.82250946,21107914,7177970
1125853514,1478212018,1245486286,58265552.06780195,20917550,6492589
1162559370,1516823780,1233526897,58360465.71910466,23323433,7182709
1085990454,1443759981,1179169732,62463574.81434385,32282696,9853027
1079898732,1412600909,1133280551,68593566.6763407,25749779,6256924
930335762,1238100087,1007763714,70514015.8995592,38856520,10780975
1042893958,1357562669,1147248214,58023014.6157961,24988289,9046347
1097417267,1437118802,1198946058,56368210.033050045,20514054,6518302
1116559064,1453576838,1236857830,59116161.9175063,23380368,7819520
1076365699,1435217320,1186622397,60780539.56279509,27671233,9202473
1088689579,1444055634,1189348564,66587331.91561713,35737952,9990176
1035517657,1361589925,1098909065,69301385.26677166,28223165,6802120
857222942,1097069233,925858895,69428126.81309,37205591,9730230
1119329594,1442468658,1212734293,62017031.84056604,27115383,8488129
1112389113,1399633678,1140764926,54252229.09216735,20056078,6520180
1128063220,1463491584,1242112419,61061822.39465409,23156891,7363079
1153541364,1497116984,1237968878,61521547.25668449,25419288,7824067
1158686828,1515343864,1264449792,67726692.96226415,32414853,9098091
1064261149,1441595521,1158334204,75187441.07520454,31617034,7801696
967673732,1262433021,1027280958,68746424.01038063,34315355,8659079
1175275084,1533506484,1273676884,56010183.56073002,20623767,7144427
1183577814,1541201553,1280943849,55537641.72907489,18599892,5829421
1171149082,1548480538,1303936046,55701409.15193457,19119502,6339093
1189068919,1565566220,1289161412,58857630.18854265,22961311,6989638
1236112614,1644952849,1361775765,67348418.9285939,30958094,8061179
1092532440,1418459011,1168053281,74981283.51022978,29579536,6502314
978945708,1279453833,1055940104,70845043.56854711,34641319,8641765
1182375016,1542053038,1287878565,57901196.22778828,21624649,6996945
1202555585,1571556073,1298732304,55773596.327450365,18323279,5543822
1081674506,1444262921,1238735532,53965944.56809584,18859860,5997653
1045396293,1403097685,1165802369,55511505.50984752,22702524,7408896
1052496609,1421476306,1186395760,61126643.62623055,29136512,8280996
963913765,1305006420,1068346670,66616905.91273885,26780074,6739510
845315301,1115847226,928278194,63562281.19303797,32287627,8701402
1071964608,1388876462,1151931179,52696685.90063291,20204161,7048421
997155385,1370669545,1160499135,52404643.42291865,19248481,6576746
1036505694,1404086339,1172317017,53245883.17067765,19779565,6632244
1134135908,1446545850,1201587511,54576021.04624644,21201725,6759825
1058159789,1432113973,1198651597,61256191.15779468,28787772,8256591
958014531,1305468270,1072212348,67886238.90237717,27831472,7084785
871055302,1145571326,941027047,63936403.24565286,32739813,8792754
1049178067,1346134225,1102432358,51055864.605437875,19753047,6780854
1009867585,1390662497,1163440268,52130770.769620255,19161723,6622076
1068990964,1463875093,1228527090,53999447.82552248,19689723,6622310
1163943984,1449395090,1202954358,55357727.74825839,21584303,7152449
1088407403,1461496879,1213453258,62033954.61818758,29423119,8293073
982394261,1312659036,1075529198,68602402.44254512,28130138,6969660
886214393,1153844717,949014622,64438120.50458136,32826009,8935106
1152266163,1434185897,1171123511,52814158.39778831,19825598,6623098
1051534928,1421266523,1179511456,53327765.62444725,20095474,6995402
1143289235,1458548925,1203566711,53655003.379462875,19941200,6957198
1049031771,1409523709,1190166574,55231697.65579481,21430630,7092715
1111407841,1475474356,1220905299,62350424.471518986,29553763,8486795
1010896974,1343141790,1091714563,68690924.82669197,28024279,7111574
872478581,1136635512,936278816,64433315.20733249,33225557,9127334
1083759559,1407744019,1174200593,52658463.31796653,19391830,6591056
1124832032,1338233876,1089115778,50144038.79993689,19015761,6827360
1094214422,1476374060,1221488526,54027700.348264985,20031624,7007570
1037461484,1430919143,1209705086,57049954.26128116,22597720,7402817
1095846028,1456857675,1206475031,62223182.59545598,29781087,8647976
996534828,1325191421,1078503176,68938900.0113816,28590247,7334558
1105871482,1330753797,977516903,55532494.673495114,26173386,8138022
1120418541,1403499106,1146960859,55488298.554083884,22352147,7775358
910789162,1332889294,1176801620,55792837.89249685,21073664,6934524
1116104695,1286228091,1072185604,55752385.49117833,23051333,7259579
965531574,1375970327,1181530410,61659037.46986431,26398501,8133822
945630978,1330758398,1145025840,65995102.10760492,32634194,8956416
848569929,1264989309,1025066660,63758787.46034755,30562878,8288244
791051501,1160757006,1013046286,58767473.3596963,25567649,7967879
1047130889,1250626581,945126185,63138120.598862916,36232943,9826564
1037467776,1410630281,1169390881,55335399.89274448,22196593,7384861
1028979943,1335779389,1116844626,51682672.347853534,19582820,6786105
1063271640,1422834826,1194640891,55133983.1443006,21148046,7233489
1064351891,1433107900,1190220559,62583593.278864354,30516761,8738581
968511433,1301649535,1062882837,69271801.49321553,29205573,7363240
913199224,1177918210,945433435,62933978.757021144,32137050,8911558
1176922686,1434003633,1153798314,53956190.22940991,20879787,7181029
1031456733,1400711782,1185159488,55467436.416666664,21338647,6995834
947165857,1353825190,1171631386,55070933.27597095,21098571,6941607
1019260208,1338048384,1131074555,55045335.19318182,22068188,7415244
1036033790,1414423536,1189609186,63846228.387045816,30990873,8740160
940123803,1299658776,1063455123,68470143.02720658,29518310,7543486
864386975,1135565517,936891004,65214280.30372946,34076275,9279538
992205876,1356208567,1121981392,53083166.36375118,20990581,7299064
1087210975,1418601068,1189606819,55187389.69772584,21393556,7216898
993917619,1358125633,1169702664,55314371.596457936,21085455,6993746
1118608764,1411505240,1174100629,55438217.17246836,21675392,7229470
1059528256,1432244412,1200426353,63824877.182911396,31153851,8870493
964034456,1305398904,1072902013,70143328.04265402,29798964,7522784
866521024,1124764845,929274564,65032470.17167246,33873983,9365489
1111170151,1401078826,1156322700,55316610.630214915,21623205,7321545
938790206,1299937622,1114396495,53079862.99367489,20662671,6995714
994645026,1346475583,1141007188,54075808.28413401,20791882,7096798
1132198231,1421451314,1198334074,56725365.99747076,22025437,7587804
1053724498,1411634462,1188374226,63819074.264789626,31096958,8974742
959970439,1290928125,1064571058,70049835.3482933,29740392,7634947
919005969,1190999361,973449801,61211683.76906112,30066446,8638320
1136988459,1448521278,1185483301,51328760.33448819,19033008,6835070
1005401858,1339194313,1127476749,57855845.62122166,24228740,8425060
1067396927,1362842896,1174029201,62655321.91496063,26320186,8838913
1130183352,1389362461,1167033307,60960321.8406801,25895807,9063473
1134071288,1425678356,1161168129,66065910.95212598,32644328,10843746
1130707884,1405197706,1145697300,77935421.43415248,37475770,11813034
1014589173,1304732441,1098351218,65484702.413392015,29720013,10738393
1222157812,1494288988,1196174978,65188290.54071047,28524320,10924427
988499556,1283284371,1100685817,53526553.25691824,21632179,8429911
1097029074,1390412823,1156955316,60235157.85234056,25866380,9811289
1221419417,1429358602,1164492166,61255017.54071047,27015475,10369573
1178002961,1460048490,1189828429,70189567.49481295,38327328,12325409
1071887937,1336450632,1064798691,76531546.3712669,36627634,10563009
921468380,1164776084,947511215,66784127.27278441,35428264,10459336
1142334771,1417400796,1154533257,56016083.44140748,22429862,8288118
1101508604,1437866690,1201618149,58708514.381715365,23413828,8479265
1015390659,1340841281,1157751864,56044741.921771914,22187405,7901293
1102280054,1397601614,1165609612,56239769.74890006,22299050,8133134
