year,Number of Trips <1,Number of Trips 1-5,Number of Trips 5-25,Number of Trips 25-100,Number of Trips >=100
2021/05/14,1030414815.6980444,1367245926.0764527,1133867135.0552697,230470293.6516134,31818655.44202515
2021/05/15,1030775611.4307352,1367908462.5530343,1134049040.6811788,230219763.47507352,31681825.31434056
2021/05/16,1027139199.9336352,1364858173.595007,1132073707.8675213,229782936.38092244,31745889.02154913
2021/05/17,1027028646.2469684,1364578874.978256,1130868311.1184158,229889547.9549264,31805450.33678162
2021/05/18,1023020262.4395386,1359986358.976328,1126839082.0262492,229506342.76277328,32052964.628335025
2021/05/19,1018914208.9447896,1356526828.358054,1124702863.4002352,229198287.914839,32059762.599354457
2021/05/20,1016519607.5043576,1353925271.1058393,1123054300.3172057,228744957.22853348,31776135.15017461
2021/05/21,1016184406.929398,1353538933.7949417,1123916645.5962598,228520477.1792412,31621278.136711158
2021/05/22,1017482294.8611398,1355349764.6859608,1125682122.5634718,228736347.473524,31588755.33297738
2021/05/23,1015710268.0227076,1353514848.6727128,1124354881.8297007,228857257.69666472,31930298.26888161
2021/05/24,1013885811.8081192,1350275623.846891,1121050949.967027,228750336.7203234,32100970.65089261
2021/05/25,1010556617.2719804,1344358539.0116663,1115699893.4419315,228475988.48970237,32481754.27476855
2021/05/26,1009755381.9894136,1342567281.3631122,1114420536.7154806,228583806.31041843,32695030.865722764
2021/05/27,1009132213.5590832,1339639915.4016504,1111617183.675402,228139517.45239672,32587832.73772648
2021/05/28,1010307951.9375024,1339562346.9504638,1112274898.1204834,228194475.8323949,32586225.165586747
2021/05/29,1013264876.7683172,1342523251.0238893,1114988658.8149884,228678077.0585097,32550711.54044948
2021/05/30,1013372615.0466316,1342056729.0394323,1115044966.1308093,229173395.1772312,32876324.581305955
2021/05/31,1010913720.4355989,1339091891.1668406,1112146716.762326,229386323.86853525,33147636.162274707
2021/06/01,1008638217.9823002,1334884482.704833,1108008956.4962466,229249938.1245716,33503308.9784524
2021/06/02,1012006226.2400256,1337625409.85617,1109926743.1006582,229760947.61411276,33673569.99811453
2021/06/03,1013198870.1117088,1337590623.1392815,1109892630.0634663,229755437.9388646,33567076.06787881
2021/06/04,1015841355.2835618,1339747435.411904,1112269239.991068,229883094.87293667,33515973.11243473
2021/06/05,1019762046.6153013,1344401042.914754,1116488045.524067,230492691.47674555,33444315.049579896
2021/06/06,1021165059.4799496,1346519649.7467744,1118754663.4497352,231205717.30701,33737842.963721775
2021/06/07,1021707079.5852048,1345976744.8981786,1118043266.6229196,231783988.89327145,33986910.2240167
2021/06/08,1021846889.7685378,1344653500.7478173,1116466883.9811845,232124696.7238768,34358077.83945102
2021/06/09,1022649544.6118492,1344863380.7574298,1117231136.6528614,232484860.17387813,34494412.273204096
2021/06/10,1025028907.6615636,1346442128.4839947,1118555680.0994482,232692118.79909116,34376367.79172003
2021/06/11,1027310059.442142,1348249627.4990923,1121051512.0061796,232861026.91987792,34312381.87084931
2021/06/12,1030283156.7167364,1351868379.1317382,1124484371.638692,233381822.78434584,34247007.710129365
2021/06/13,1030103980.5435026,1351953866.4622293,1125135318.6724353,233836282.2390777,34518530.218097605
2021/06/14,1028829785.8554028,1349998395.5734122,1123662297.8175738,234181794.2159404,34727232.19932386
2021/06/15,1024526637.3353552,1344017884.6063545,1119213145.7534964,233984213.77708396,35020428.91296704
2021/06/16,1028232496.892866,1346521107.3717544,1119898913.2489886,234209614.3513617,35157458.63626654
2021/06/17,1027785294.0464664,1345412516.6978724,1119343843.0140886,234155270.22236624,35057364.87838203
2021/06/18,1029387586.2919872,1346668109.6765587,1120805544.6458669,234190199.3060455,35004291.06582214
2021/06/19,1034003045.5704176,1351108143.5653577,1124591637.083296,234677138.99465516,34894197.68249449
2021/06/20,1034306041.8534682,1351535765.3071015,1125251078.75626,235099809.22552377,35141909.142382205
2021/06/21,1033094445.7455622,1349477518.2220187,1123353285.7932978,235353250.16498175,35338114.61835502
2021/06/22,1031355031.5184804,1346124282.5832753,1119887822.4080074,235274359.2680028,35653779.301674776
2021/06/23,1033511358.7147144,1346885907.7157867,1119630640.204351,235392193.14320484,35758379.830784954
2021/06/24,1033412796.9994986,1346133915.9185958,1118893015.393233,235243317.1709969,35637202.74294899
2021/06/25,1035747187.1289598,1348520860.9098454,1121131128.7115445,235314067.7249688,35564729.60484781
2021/06/26,1041122299.2124432,1353266994.4457476,1125071210.939491,235832462.63143516,35447141.27172132
2021/06/27,1042003761.0522792,1354154256.780444,1125894668.1358356,236234720.1324677,35674832.661827296
2021/06/28,1041366231.0822536,1353065556.86791,1124726838.7197788,236585812.89432544,35863329.167022444
2021/06/29,1041490657.2544504,1350533648.3434258,1121453819.8648946,236482836.6873863,36146649.246046826
2021/06/30,1043336246.8362752,1350453837.9781206,1120726478.9636278,236441313.5810388,36186485.151385896
2021/07/01,1044165761.7409062,1350363744.128089,1120299553.5143433,236296840.93655103,36053083.39905049
2021/07/02,1047950465.4060696,1352887142.3697524,1122220840.9489236,236278770.44481063,35958420.1254843
2021/07/03,1051720373.080196,1357137401.317893,1125824932.7324903,236707328.8672586,35807674.73074679
2021/07/04,1053203921.5424516,1358567760.1749594,1126809834.0582998,237090692.06785637,36015271.7711343
2021/07/05,1053722504.0734432,1357917311.255627,1125100825.663434,237257878.30340025,36150102.99704813
2021/07/06,1052408291.0509849,1354630354.2532997,1121607891.7143989,237103940.72609597,36416314.41029138
2021/07/07,1055067948.713282,1356677583.5945504,1122837808.648803,237384507.10601252,36473569.63824718
2021/07/08,1057286283.314836,1355766115.3136525,1121235802.3312635,237008682.3736422,36299778.82353757
2021/07/09,1060587429.9473134,1358819200.497856,1123488180.506711,236995217.50432423,36180434.57900147
2021/07/10,1064042045.3059918,1363285586.1704235,1127274863.5457788,237447356.5256845,36005520.67719577
2021/07/11,1065177398.6507638,1364386519.233328,1127985728.5743248,237762902.6937917,36177114.5729368
2021/07/12,1064764625.1343336,1363057283.4328015,1126073434.2405522,237886154.96023,36288064.34805992
2021/07/13,1067839241.7326837,1363693596.5487292,1123371689.2547731,237275195.91355056,36356598.270349234
2021/07/14,1071742089.875031,1366200705.5713537,1123977203.2198794,237260885.87652165,36362046.63330106
2021/07/15,1072152757.9339387,1366920934.7779636,1124614035.7414043,237264769.3188766,36282199.24548462
2021/07/16,1072817129.7071278,1363366085.4902034,1122671602.3779457,236870557.06197223,36125264.32622183
2021/07/17,1070884687.755136,1362024588.2707412,1122901947.6827211,236944342.1219812,36077503.13121982
2021/07/18,1071285927.5942702,1362983281.4961834,1123764596.0874236,237330198.36471704,36234103.82321133
2021/07/19,1068684595.9812216,1361290984.34223,1121842257.862121,237166879.066394,36350412.79019927
2021/07/20,1065902107.54088,1358551687.269003,1119384892.649654,236929119.89412725,36384206.88653221
2021/07/21,1066660354.9694158,1357228251.2989943,1116181893.454533,236559477.15037915,36625424.01558004
2021/07/22,1066690588.150899,1357162738.7588794,1115472035.1604512,236242360.05022165,36424867.4638744
2021/07/23,1067833762.2553036,1357614443.3070984,1115612537.331468,235811557.15499043,36216879.7093514
2021/07/24,1070227779.550032,1361260511.9292057,1118434522.104179,235960060.90280497,35988993.87089282
2021/07/25,1069455571.1341002,1361351984.91333,1118228679.131042,236041189.29591417,36147461.54721285
2021/07/26,1069614292.6631112,1361089032.59501,1116286086.1007304,236051361.27607435,36273880.186416574
2021/07/27,1065596852.558602,1355651712.8323956,1111166033.376654,235417183.52076775,36424881.143917166
2021/07/28,1066536284.48603,1355811043.0167625,1109789100.9532008,235112665.63770965,36399818.44818254
2021/07/29,1065872185.5537786,1355137311.0246365,1108795146.997002,234767532.2589961,36193889.41249065
2021/07/30,1065214125.0949624,1355479770.406219,1109352244.669218,234432693.79475063,36017687.5200354
2021/07/31,1067393590.9352852,1358503636.4119308,1111362311.9530463,234482913.92914367,35801935.74799124
2021/08/01,1066673343.5042849,1358972052.040351,1111281082.3896365,234599238.7750361,35955232.015218906
2021/08/02,1065194805.6270438,1358043167.4866557,1109000758.9276607,234505953.5078725,36057810.1987353
2021/08/03,1063516757.7382268,1354854568.9918747,1104868913.3456404,234060945.82205632,36260092.584943816
2021/08/04,1060899223.7823288,1353629715.267981,1103079156.397814,233701746.4634419,36226982.91459232
2021/08/05,1060694281.6216992,1353243574.1435416,1102021281.9647894,233285502.67663515,36010840.45159652
2021/08/06,1060580055.2184387,1353933524.6058643,1102689849.0951943,232964341.5001796,35828279.70973303
2021/08/07,1063746746.1347913,1358048121.4747448,1105524550.3589876,233087782.44671896,35597111.79478719
2021/08/08,1062680796.4342998,1358480247.0105052,1105529303.232981,233158632.7462071,35725699.29641404
2021/08/09,1061316360.6147664,1356870795.2868536,1103068480.3083415,233115837.924524,35826545.147805974
2021/08/10,1057300001.6412306,1353282033.0066435,1099023538.9480872,232629476.40184557,35987739.526304
2021/08/11,1057312261.9022917,1353097958.2707803,1097929990.907542,232322628.83674344,35918196.51088305
2021/08/12,1054148820.2364644,1350436528.7931824,1095576429.8650312,231683830.9267001,35655751.23360291
2021/08/13,1053244364.026088,1350426260.815699,1095645551.532007,231212063.87399396,35438292.95330791
2021/08/14,1054735657.662405,1353209350.1399937,1098332795.5637052,231266424.5998976,35146391.1651204
2021/08/15,1051551219.2423636,1351735714.7810266,1097623598.3154492,231165043.35606343,35214041.91916569
2021/08/16,1048160383.3208026,1348747539.568338,1094757382.242123,230962379.2300625,35247050.179108195
2021/08/17,1044053971.7852058,1344750332.249823,1090803062.6748626,230261554.07431492,35284428.77858269
2021/08/18,1042289995.5734257,1343125870.87106,1089246578.3879468,229591025.1958068,35038504.50815665
2021/08/19,1038358740.667088,1340386245.8521376,1087080993.8267014,229069639.95702088,34856941.231450364
2021/08/20,1037395954.6053256,1339674273.1231935,1087384619.8120494,228784216.1015916,34690188.8960547
2021/08/21,1037675299.1708238,1340091968.7989836,1087490251.4726632,228684602.8148067,34580891.11768659
2021/08/22,1034344673.1416744,1337790377.1530013,1086285444.255986,228470447.8471954,34579202.312898345
2021/08/23,1033663468.6897888,1337463091.8928752,1085677182.2218788,228674675.44052652,34696112.142691016
2021/08/24,1031034691.985502,1334489630.5396268,1083589899.3988738,228383367.93677908,34671894.42097322
2021/08/25,1030305238.5760545,1333739691.633577,1082717708.9859247,228297516.27503815,34693751.54787425
2021/08/26,1025790968.0631028,1329442973.3489363,1080765910.2425497,227834274.07352296,34517110.70810195
2021/08/27,1025604057.8779958,1329182497.9897308,1081056874.6677911,227516112.7112469,34376097.12687103
2021/08/28,1028265497.1524996,1330413738.2428858,1081535443.641738,227524316.2520379,34330596.790956855
2021/08/29,1027340059.363724,1329825488.8012214,1081380292.7101738,227665093.9032021,34536776.60970084
2021/08/30,1026748662.1963422,1328659178.9798498,1079798222.438175,227796598.9030913,34687663.182469755
2021/08/31,1023323134.9221731,1324326481.6931064,1075894304.8440695,227308375.68152943,34806724.85089872
2021/09/01,1023683205.9732949,1324354577.4162278,1075502332.6439145,227104087.6043256,34723039.81219487
2021/09/02,1022534499.8490856,1323352039.2541218,1075024576.1793225,226909540.22214568,34583450.01266444
2021/09/03,1022430948.8364116,1323118711.0409489,1075712039.9910347,226614107.0358882,34409472.24458182
2021/09/04,1025266795.8811796,1326449437.3618643,1078633633.9427996,226804728.19288257,34166246.16908206
2021/09/05,1023302514.0764672,1324848457.0763552,1078008199.6283796,226823635.0264853,34303103.063742384
2021/09/06,1021630157.1433072,1323287915.6789849,1076160099.063604,226868066.62236533,34413455.40471628
2021/09/07,1020995502.2174236,1320972104.9837077,1072993104.1973972,226636696.35061973,34646132.87467393
2021/09/08,1020883821.4574064,1320086453.969857,1072183189.3670686,226520278.02764472,34652110.778119616
2021/09/09,1022353162.2455356,1321029117.0795424,1072651139.2019968,226470630.084432,34519848.0830171
2021/09/10,1024616610.51766,1322932504.8872666,1074611526.4303894,226424539.31987977,34381656.94350609
2021/09/11,1025781833.7135824,1324502532.2257357,1076214237.7348263,226398330.25266725,34122335.64721338
2021/09/12,1025152004.3994306,1324275107.346965,1076375282.4035175,226585162.54281956,34292659.495759375
2021/09/13,1023720287.4454606,1322268157.766806,1074626602.7857242,226701033.0818249,34416131.15352708
2021/09/14,1022608912.905564,1319269387.87637,1070979361.7537988,226387215.74799925,34645189.49204537
2021/09/15,1025674785.1178566,1321202887.1114652,1070989346.2983708,226369280.1776801,34666296.000133075
2021/09/16,1026475062.0759982,1321270900.9553766,1070730214.5517038,226209869.70147428,34526584.10916342
2021/09/17,1028146866.0022284,1322112360.6014023,1071652246.6293912,226006879.2406428,34389238.17174736
2021/09/18,1035302338.5731642,1329745286.0042746,1077048143.1766922,226700964.57679868,34248229.03275192
2021/09/19,1038444818.1507628,1332771869.650993,1078451949.239264,227090704.02009436,34460444.888009265
2021/09/20,1039018817.1694314,1332585898.992352,1077488662.4408784,227343918.62119135,34616562.61218555
2021/09/21,1037832905.842218,1329234939.7351775,1074031595.5442843,227108905.29326147,34850170.074307464
2021/09/22,1040610674.0898824,1330546627.2942843,1073719667.7301952,227047377.02486572,34862224.91833264
2021/09/23,1043414523.2511612,1332252129.243314,1073825339.732293,226919628.8458148,34736087.796468034
2021/09/24,1049793874.7181876,1337365644.2583616,1076741693.0729573,227045582.8974578,34651134.89758108
2021/09/25,1052623630.9449198,1340169022.1179442,1079457241.3653843,227272899.9188969,34421094.22311657
2021/09/26,1054478720.815636,1341486759.020295,1079759855.5016477,227490194.10820705,34612089.31976699
2021/09/27,1055862883.5350056,1341882132.2354014,1078612477.8390794,227717098.55234465,34770413.00197694
2021/09/28,1054770856.841284,1338647441.466585,1075133154.879039,227463676.2639081,35002127.68235174
2021/09/29,1060277641.9920764,1342466454.7558136,1076201481.5863466,227632448.876278,35045740.88160079
2021/09/30,1063535436.7214576,1344676676.0559428,1076761083.2923024,227612335.3918111,34936055.36804266
2021/10/01,1068206789.895355,1347908807.173685,1078909515.8317766,227615399.8091704,34820057.47973247
2021/10/02,1074268847.9619815,1353549981.1634774,1082545095.3654218,227901951.765529,34589982.22842387
2021/10/03,1078782427.1555529,1357430681.5994818,1084223720.399156,228294838.6023564,34790326.38770192
2021/10/04,1080638262.9888463,1357997871.9986963,1083276908.979175,228519390.23739755,34929476.345843345
2021/10/05,1079672652.2046964,1354970038.0465794,1079782294.0624964,228190608.0295583,35112584.54666826
2021/10/06,1081766172.525137,1355724865.2442465,1079709974.2091532,228094478.29067475,35069145.38782423
2021/10/07,1086970901.0471509,1359154440.3418489,1080905512.8545,228235681.19441465,35038471.62015232
2021/10/08,1088428226.595576,1360002533.69543,1081516501.7478466,228359245.93391287,35000782.65648508
2021/10/09,1092706528.5636065,1363604545.4608178,1084070484.579028,228606496.13024312,34941726.49897226
2021/10/10,1096090923.135251,1366799474.052724,1086295301.167632,228913726.9759781,35055816.54073176
2021/10/11,1100286173.7934372,1370190586.9570434,1087502538.0114646,229346336.8992228,35158733.819209106
2021/10/12,1102291100.7906406,1370136637.635679,1085530585.6504266,229338877.1749912,35362385.01852222
2021/10/13,1106293855.0210285,1372986050.9047563,1086049313.9609053,229487758.37137967,35350667.97643354
2021/10/14,1109463032.1428983,1375537258.2035563,1087232552.54137,229730934.15347055,35334398.910071574
2021/10/15,1114446780.6868026,1379533556.1481469,1088584149.462121,230011225.2026084,35300745.24061143
2021/10/16,1119044107.7012124,1383360727.2127547,1090607420.544096,230174701.98878312,35120459.42340545
2021/10/17,1122536450.5147943,1386497168.723988,1091934401.643674,230560053.7219545,35301151.4424384
2021/10/18,1123896017.3939435,1387150801.766365,1091242625.678393,230792718.22167924,35431125.23597114
2021/10/19,1124467604.272326,1385699802.4152982,1088556660.162688,230640819.6945148,35663804.139635265
2021/10/20,1128972797.6897578,1388757966.291738,1088873604.354247,230736307.25136763,35692747.37103412
2021/10/21,1132692408.1198697,1391684732.0848217,1089951174.108071,230837151.0211048,35635640.503807604
2021/10/22,1137107312.8202934,1395134429.6734688,1092238284.8177028,231082275.0019086,35611752.45726217
2021/10/23,1141779541.2056766,1398547664.4478226,1093445748.7759345,231445815.58398724,35658883.189416945
2021/10/24,1144355375.9802666,1400565503.8550467,1094484608.1018455,231827206.61581665,35742139.20579915
2021/10/25,1148743044.420643,1405685776.274381,1096491190.515188,232344799.06481573,35926694.10005166
2021/10/26,1153181442.6507747,1409278520.7465138,1097582788.2166054,232686205.5129644,36053327.0963202
2021/10/27,1155444071.9756837,1410771253.798139,1097675954.1240537,232680514.72673145,36082407.2290092
2021/10/28,1158781691.1973264,1413473111.2301471,1098506257.344555,232697876.159765,35971469.520807326
2021/10/29,1162974574.4014688,1417372656.6873288,1101435936.9093654,232811347.45968437,35878297.147712745
2021/10/30,1168022048.1938508,1421600671.9059827,1103482214.552327,233067731.58047408,35878501.73809606
2021/10/31,1172492633.7116375,1425945551.724042,1105841053.0344076,233476132.4343507,36071849.39692405
2021/11/01,1172825155.1844702,1426196704.6235435,1105474233.0384445,233717072.2612887,36214628.371270016
2021/11/02,1172019555.2671125,1424387254.628021,1103383609.0416727,233569685.41522732,36416589.20117046
2021/11/03,1177071750.8823774,1428681993.7795386,1105216294.4257605,233704780.68254244,36405998.05181669
2021/11/04,1178915611.350742,1430503924.0500286,1106694821.307225,233836349.9393273,36349222.08553366
2021/11/05,1182362071.8011415,1434308186.3063731,1108914914.785525,234054120.20629865,36305922.61646444
2021/11/06,1185040233.8638887,1436619810.1818194,1110924929.6048691,234242090.2441752,36266347.92915396
2021/11/07,1189173912.0057175,1441198877.7229948,1113746175.569826,234660818.0580721,36411366.48348413
2021/11/08,1191851703.4086168,1444185294.4071586,1114766707.969463,235055476.726638,36525053.21310756
2021/11/09,1190310093.5068405,1441730835.757183,1112499363.5284686,234818024.38354635,36693733.3429681
2021/11/10,1190646452.499089,1441936030.5650213,1112910152.6140792,234720017.86029992,36643977.66189709
2021/11/11,1193269791.4532747,1444627437.7533877,1115064651.1729126,234864847.73320365,36604506.21464848
2021/11/12,1194236348.0467048,1446324732.8662543,1116896121.1090438,234958955.84881136,36537348.26871508
2021/11/13,1195791595.5426836,1447341333.6010592,1118103423.478861,234977212.1360595,36455936.23273478
2021/11/14,1195456576.2007043,1448121979.7911966,1119487856.978793,235146108.3479302,36557379.32864824
2021/11/15,1196024424.3154733,1449317955.2969885,1120163358.8674438,235319438.54967555,36627296.8791159
2021/11/16,1195813069.865635,1448365804.8915205,1118887588.093643,235140641.7447883,36778603.351048514
2021/11/17,1195734232.7480874,1448239339.817037,1119353048.7045536,234975558.0477167,36716903.25376015
2021/11/18,1194255772.9099524,1448402701.804731,1120607655.5791087,234851214.12875095,36620577.04357896
2021/11/19,1194505341.9314494,1448334882.1311746,1121654743.1103044,234741971.71902072,36526197.34047466
2021/11/20,1195846565.6830332,1450495879.9480512,1124202205.521526,234872283.7677129,36421896.172489926
2021/11/21,1194187024.1620562,1449947913.3214865,1124932508.9344282,234917749.11111623,36491096.26182895
2021/11/22,1191498954.6086469,1448310802.4947472,1124803342.8857827,234973839.1883609,36569544.83357834
2021/11/23,1187696897.082374,1444382769.877399,1122647382.0014694,234473519.77534768,36681026.4925753
2021/11/24,1187804271.0245118,1444356896.8646872,1122890059.3955455,234311545.53930572,36647558.57806055
2021/11/25,1187161256.1833386,1444046552.0533476,1123685247.364823,234272191.83518475,36581472.14364333
2021/11/26,1187115003.2498257,1444306034.7330034,1125381557.4689271,234038648.1283928,36421232.17265304
2021/11/27,1186202703.521706,1444857324.3424394,1126718262.7851038,233931095.7942876,36362945.23170654
2021/11/28,1189214376.460013,1448454596.693087,1129670109.7297692,234163794.9505915,36414154.56429125
2021/11/29,1186159879.15388,1446106495.1158266,1128766720.9180574,234110178.4057865,36466487.72844842
2021/11/30,1181382522.635176,1441682140.1338668,1127349758.450136,233751697.7246048,36454921.382423535
2021/12/01,1181386411.2788422,1441726253.1307847,1127473699.034612,233591823.7982376,36462875.48737286
2021/12/02,1178877805.0303128,1439406058.5256424,1126752042.567136,233206791.44798604,36323276.8233191
2021/12/03,1176785679.060246,1438469590.1916509,1127443826.7098627,233150876.19917676,36329889.95325248
2021/12/04,1178393752.002136,1440735015.845509,1129688670.9380193,233204132.27032745,36232138.47531343
2021/12/05,1178320821.1858068,1441220298.60644,1130079899.043493,233063529.76234177,36242023.98348852
2021/12/06,1175319831.553271,1439147812.5331433,1129201348.058783,232997592.53288576,36309440.8237269
2021/12/07,1171260519.3827145,1435852314.737414,1128061057.8828845,232596568.1623983,36283421.5306005
2021/12/08,1168394352.1910105,1434412056.8730392,1128198563.656169,232301041.9532716,36140727.83648258
2021/12/09,1167842930.1465216,1433820392.6675365,1128198118.7098074,232011386.1050577,36068578.475505695
2021/12/10,1170137543.7651453,1434688459.413038,1128704793.8343143,231798020.0769452,36047192.40613468
2021/12/11,1171611189.0813856,1435876657.9238465,1129487550.8022108,231708217.51913407,36013289.02686473
2021/12/12,1171297136.9255712,1435753794.7275655,1129897910.4347029,231590426.5144385,36076149.72956704
2021/12/13,1168837321.077631,1433711952.1022477,1128470164.938174,231453705.32972485,36138562.505287305
2021/12/14,1164474465.3979323,1428458229.3582995,1124755152.3960931,230855734.64844716,36266441.77297524
2021/12/15,1165008196.1609726,1429454964.0718958,1125749962.347995,230745680.08732697,36198087.84852162
2021/12/16,1164992984.9934485,1429105307.5171142,1126038137.7992637,230485502.85803407,36063625.43455889
2021/12/17,1164184380.6540766,1427966122.3537989,1126243393.5486274,230035216.9538137,35907804.81865848
2021/12/18,1163006153.7303834,1427050736.0037556,1126062317.125299,229865551.23614147,35870340.307344034
2021/12/19,1161796290.9192216,1426105382.4493904,1125853467.4495125,229693555.16950184,35831807.043115094
2021/12/20,1160554792.22072,1425130061.690861,1125616844.5213923,229519228.7539201,35792205.025975615
2021/12/21,1159281657.6348782,1424124773.7281673,1125352448.3409383,229342571.9893964,35751534.25592559
2021/12/22,1157976887.1616962,1423089518.5613096,1125060278.908151,229163584.87593055,35709794.73296503
2021/12/23,1156640480.8011742,1422024296.1902874,1124740336.2230296,228982267.41352272,35666986.45709393
2021/12/24,1155272438.553312,1420929106.615101,1124392620.2855744,228798619.6021728,35623109.428312294
2021/12/25,1153872760.4181097,1419803949.8357506,1124017131.095786,228612641.44188085,35578163.64662011
2021/12/26,1152441446.3955672,1418648825.8522358,1123613868.6536634,228424332.9326468,35532149.11201739
2021/12/27,1150978496.4856846,1417463734.6645567,1123182832.9592073,228233694.07447076,35485065.82450414
2021/12/28,1149483910.688462,1416248676.2727137,1122724024.0124176,228040724.86735255,35436913.78408034
2021/12/29,1147957689.003899,1415003650.676706,1122237441.8132942,227845425.3112924,35387692.990746
2021/12/30,1146399831.4319963,1413728657.8765345,1121723086.361837,227647795.4062901,35337403.444501124
2021/12/31,1144810337.9727533,1412423697.8721986,1121180957.658046,227447835.15234584,35286045.14534571
2022/01/01,1143189208.6261702,1411088770.6636984,1120611055.7019217,227245544.54945943,35233618.09327976
2022/01/02,1141536443.3922467,1409723876.251034,1120013380.4934633,227040923.59763104,35180122.28830326
2022/01/03,1139852042.2709837,1408329014.634205,1119387932.0326717,226833972.29686055,35125557.73041623
2022/01/04,1138136005.26238,1406904185.8132126,1118734710.3195455,226624690.64714804,35069924.41961865
2022/01/05,1136388332.3664362,1405449389.7880554,1118053715.3540864,226413078.64849347,35013222.35591054
2022/01/06,1134609023.5831523,1403964626.5587342,1117344947.1362932,226199136.3008968,34955451.53929189
2022/01/07,1132798078.9125285,1402449896.125249,1116608405.6661663,225982863.6043581,34896611.9697627
2022/01/08,1130955498.3545644,1400905198.487599,1115844090.943706,225764260.55887732,34836703.64732297
2022/01/09,1129081281.9092605,1399330533.6457849,1115052002.968912,225543327.16445452,34775726.5719727
2022/01/10,1127175429.576616,1397725901.5998068,1114232141.741784,225320063.42108968,34713680.74371188
2022/01/11,1125237941.3566318,1396091302.3496642,1113384507.262323,225094469.3287828,34650566.16254053
2022/01/12,1123268817.2493072,1394426735.8953576,1112509099.5305274,224866544.88753375,34586382.828458644
2022/01/13,1121268057.2546425,1392732202.2368865,1111605918.5463984,224636290.0973428,34521130.74146622
2022/01/14,1119235661.3726375,1391007701.3742514,1110674964.3099358,224403704.9582097,34454809.90156325
2022/01/15,1117171629.603293,1389253233.307452,1109716236.821139,224168789.47013453,34387420.30874974
2022/01/16,1115075961.946608,1387468798.0364883,1108729736.0800097,223931543.6331173,34318961.9630257
2022/01/17,1112948658.402583,1385654395.5613606,1107715462.0865457,223691967.44715807,34249434.8643911
2022/01/18,1110789718.9712176,1383810025.8820686,1106673414.8407483,223450060.91225675,34178839.01284598
2022/01/19,1108599143.6525123,1381935688.9986122,1105603594.3426173,223205824.0284134,34107174.40839031
2022/01/20,1106376932.446467,1380031384.9109917,1104506000.5921524,222959256.79562795,34034441.05102411
2022/01/21,1104123085.3530812,1378097113.619207,1103380633.5893538,222710359.21390048,33960638.940747365
2022/01/22,1101837602.3723557,1376132875.123258,1102227493.3342216,222459131.28323096,33885768.07756008
2022/01/23,1099520483.5042896,1374138669.4231446,1101046579.8267558,222205573.0036193,33809828.46146226
2022/01/24,1097171728.7488835,1372114496.5188673,1099837893.0669563,221949684.3750657,33732820.0924539
2022/01/25,1094791338.1061378,1370060356.4104254,1098601433.054823,221691465.39757,33654742.970534995
2022/01/26,1092379311.5760517,1367976249.0978196,1097337199.790356,221430916.07113224,33575597.095705554
2022/01/27,1089935649.1586251,1365862174.5810494,1096045193.2735553,221168036.39575243,33495382.46796557
2022/01/28,1087460350.8538587,1363718132.860115,1094725413.5044208,220902826.37143055,33414099.08731505
2022/01/29,1084953416.6617522,1361544123.9350164,1093377860.4829526,220635285.99816665,33331746.95375399
2022/01/30,1082414846.5823054,1359340147.8057537,1092002534.2091508,220365415.27596065,33248326.06728239
2022/01/31,1079844640.6155186,1357106204.4723265,1090599434.683015,220093214.20481265,33163836.42790025
2022/02/01,1077242798.7613916,1354842293.9347353,1089168561.9045465,219818682.7847225,33078278.035607573
2022/02/02,1074609321.0199246,1352548416.1929796,1087709915.8737433,219541821.0156904,32991650.89040435
2022/02/03,1071944207.3911176,1350224571.2470598,1086223496.5906067,219262628.89771616,32903954.992290597
2022/02/04,1069247457.8749702,1347870759.0969758,1084709304.0551364,218981106.4307999,32815190.341266297
2022/02/05,1066519072.4714828,1345486979.7427278,1083167338.2673326,218697253.6149416,32725356.93733146
