year,Number of Trips <1,Number of Trips 1-5,Number of Trips 5-25,Number of Trips 25-100,Number of Trips >=100
2019/10/10,1039532311.2565796,1555953705.8166208,1358877780.2836342,251077847.05803823,24233509.42517479
2019/10/11,1038766613.5123336,1550719229.1996891,1357028936.3842,250601814.72196105,23816751.63320341
2019/10/12,1037669860.0247848,1545680502.4388402,1356216940.2411876,250235258.2682079,23400689.20571896
2019/10/13,1036205019.719614,1540651490.6567583,1353618730.61511,249810927.2218635,23236430.488131683
2019/10/14,1034722842.0031714,1535661174.7956264,1349430134.9899445,249144570.63522923,23097580.113612693
2019/10/15,1031240817.2118676,1528525577.9887242,1342911105.522437,248004697.57665065,23077361.67310165
2019/10/16,1029091900.058089,1522103649.3724957,1338324298.755208,247104698.2203141,22947601.890387475
2019/10/17,1026698109.2625324,1515032171.5056536,1333379643.9257894,246170258.7484108,22744553.991911244
2019/10/18,1025581321.33964,1509344632.9807742,1330323555.6728902,245602702.3106263,22505250.96796713
2019/10/19,1023116689.6968596,1502952899.4683292,1328020006.278098,245177856.23304665,22315831.53880773
2019/10/20,1021144387.4302584,1497727971.9077573,1325357518.2353773,244841715.6649268,22226377.674191177
2019/10/21,1020150998.5002992,1493661926.7771313,1321505272.8895855,244245518.10271436,22144459.820069853
2019/10/22,1018644642.1548284,1490691701.9161296,1317301373.8951323,243548495.3774574,22110988.51082049
2019/10/23,1016251770.938434,1486383853.6543818,1310908765.2516153,242579432.36722156,22149134.04479524
2019/10/24,1013608967.2464484,1480359805.776946,1306187184.7443435,241680281.64425427,21997616.74221936
2019/10/25,1012082457.1590292,1475420184.002974,1303206818.2564075,241160774.789798,21812597.232229557
2019/10/26,1010830999.4399276,1471443060.6228015,1302064768.8855648,241071145.4665084,21695658.986947756
2019/10/27,1009058419.1035388,1468161084.05329,1300061510.0367718,240860101.02136293,21690464.880847823
2019/10/28,1007440785.8349566,1465269833.9716206,1297038495.606354,240533362.57545424,21693220.738441344
2019/10/29,1004188061.4372776,1461348061.6551828,1292064601.5658884,239833142.7011552,21813165.38467975
2019/10/30,1000065812.383302,1455740023.5026226,1287960625.6798215,239224166.80850783,21820592.669591736
2019/10/31,996483153.1571028,1449658029.4154134,1283362774.9508104,238389132.40439948,21701372.26465028
2019/11/01,994238969.0143876,1445489612.9084532,1281199500.3418984,237985644.12417737,21529736.294915464
2019/11/02,992147885.5783306,1441926276.143377,1280247250.4512317,237924490.23133472,21433611.370607518
2019/11/03,989671579.405106,1438609611.430297,1278683332.8131614,237758443.33985236,21384876.23222085
2019/11/04,988586296.2446164,1437094725.8264792,1277870447.609619,237817256.84133065,21350194.090956256
2019/11/05,988671022.35034,1440167354.4968476,1279009373.1818168,237573580.4318829,21365965.5375378
2019/11/06,987901231.4953597,1438980603.3252833,1278656241.8431354,237405105.7596206,21325263.68114731
2019/11/07,987410305.9628505,1437695542.7312064,1277843402.8578775,237148914.87495157,21251452.67026759
2019/11/08,987144408.5654912,1436944318.1453326,1278554594.711495,237241289.59544307,21156365.891625658
2019/11/09,988070157.6927824,1438244987.4063375,1281725108.9074814,237854579.97304383,21103311.61892461
2019/11/10,988851019.593694,1438144810.675124,1283911365.143479,238775393.63672173,21311235.012610555
2019/11/11,985561640.4046402,1432875585.7174902,1279854890.7473965,238563373.4764853,21491955.59047706
2019/11/12,984378741.6761994,1435406399.581005,1283295443.221624,239172533.696017,21596915.885161854
2019/11/13,981070027.3033848,1433951452.062437,1283982615.8094764,239036147.82774183,21637237.151862312
2019/11/14,978043038.5023868,1432118058.869058,1284425022.319125,238867773.06925437,21615193.758048173
2019/11/15,976589533.2527767,1432103564.4903762,1286581358.5463233,239050337.74900287,21577184.69671389
2019/11/16,975725135.444557,1433041315.222936,1290274155.052287,239838408.8638676,21572792.585420232
2019/11/17,973408225.0598546,1433434119.850575,1291917086.4472804,240057165.82599103,21722157.45257101
2019/11/18,970750239.2864273,1433714428.0132875,1292185740.2501495,240111579.67980063,21892997.81997667
2019/11/19,965938920.4360728,1431507809.40979,1289372519.6667805,239654787.02187863,22127399.81503925
2019/11/20,962130231.4712903,1429156254.0508094,1288034280.1764238,239393332.5758273,22231070.808345366
2019/11/21,958236878.8222125,1425971918.6284375,1286522110.6908123,239182520.43641528,22278690.85514713
2019/11/22,956191159.2367986,1424829369.9225717,1287133671.6044676,239436512.69952404,22351319.623011287
2019/11/23,954827662.3869274,1424793871.608382,1289155026.1788998,240198143.70405063,22409818.45719956
2019/11/24,952278759.3960392,1424869950.5288568,1289585218.0533533,240393521.2253775,22595881.889370903
2019/11/25,949400432.1549754,1424675195.611254,1288365170.702851,240323476.6892501,22779812.36512817
2019/11/26,944720065.8094814,1422071407.2734556,1284358217.5845962,239792340.9905706,23017580.561464284
2019/11/27,941644612.8078536,1419962492.611505,1282301709.6418934,239530491.43047288,23053841.20379648
2019/11/28,938242240.372056,1416986108.7262745,1280037271.0520318,239298478.0713341,23048875.507138465
2019/11/29,936572750.7295111,1415637476.1335406,1279650748.7867672,239509364.78235567,23089226.24440248
2019/11/30,935928753.9505608,1415878203.4028246,1280828010.344619,240222172.5852796,23105231.35206081
2019/12/01,935204365.3529502,1417033282.9367151,1281061636.8975306,240341714.12934756,23163235.165867426
2019/12/02,933568333.9561886,1417452448.5163877,1279230609.5840664,240172711.67659357,23289051.288174797
2019/12/03,929702375.3625956,1414459254.2822678,1273979023.1368682,239484812.32342044,23494007.847582165
2019/12/04,930522114.8258188,1414896855.972614,1272443407.3356018,239740929.1655435,23887123.19106404
2019/12/05,927407287.0152166,1411607824.437314,1268910301.012298,239390477.2765925,23918136.24423635
2019/12/06,926126174.076187,1410005140.758265,1266851279.8845525,239284346.2505307,23990722.53802105
2019/12/07,925674298.7521632,1409548734.2152948,1266675948.7184348,239864085.13665023,24037626.6584059
2019/12/08,923937363.5345953,1408923634.635634,1264726113.39846,239854735.29321343,24199687.09140161
2019/12/09,922377365.371006,1408691822.364477,1261631399.8597496,239627655.0646984,24359092.564327527
2019/12/10,918931354.7549808,1405604467.2414825,1255420102.887158,238819167.08730277,24575115.62131572
2019/12/11,916720394.3996437,1403449083.8506308,1251447978.4096324,238332047.2138222,24536002.95718621
2019/12/12,914123113.7621849,1400156236.3622668,1247109754.262758,237799127.23345527,24430505.407799248
2019/12/13,912715423.693912,1397776253.885164,1243842596.2095573,237514940.76144695,24403633.8026096
2019/12/14,912194064.7429482,1396837219.435084,1242630091.713232,237982610.6755743,24379472.67755536
2019/12/15,910373338.611477,1395420238.4760227,1239324048.2641926,237721943.2698755,24425330.903067224
2019/12/16,908825521.338479,1394664414.2289028,1234976909.5420263,237264746.97064945,24505571.181267846
2019/12/17,905830595.7623286,1391726833.130936,1228451515.9436653,236463417.313916,24678580.38164709
2019/12/18,903784870.9850124,1389374993.694914,1224116993.8739016,236070267.52769467,24697029.800218068
2019/12/19,900993041.0391868,1385568662.5405908,1219083883.367527,235548077.80288923,24666797.68816416
2019/12/20,901177367.0627522,1384901025.606758,1214602694.8803377,234784616.36124223,24728811.066478677
2019/12/21,903222976.2140896,1386715485.5594232,1213836706.4420605,235141364.5435002,24727869.10509807
2019/12/22,902953085.2885728,1386626514.346224,1210174135.790451,234804288.75845283,24780124.640910868
2019/12/23,902291535.4626806,1386372041.3250213,1205380168.749033,234303758.55122536,24855407.10442809
2019/12/24,900098197.6870772,1383530349.743677,1197775441.5693128,233328543.9432016,24969094.167984918
2019/12/25,898912217.5335463,1381229932.4573028,1192405574.4436502,232767320.0761382,24967876.414504714
2019/12/26,896624349.2954915,1376822354.8481317,1185773647.1022549,231947105.54583383,24870324.8151846
2019/12/27,895364697.8353245,1373842264.023006,1180787889.467858,231382298.8656542,24846834.738277875
2019/12/28,895501475.2958614,1373081976.7420876,1178127302.340716,231575446.58236468,24852571.326319207
2019/12/29,896886652.4754486,1375219423.653593,1176704364.493428,231844090.7690037,25049810.134066947
2019/12/30,895815235.3141838,1374377679.5600069,1171436467.0558364,231319662.34952104,25201585.87315444
2019/12/31,893771469.422291,1371580496.7246304,1163981662.0596268,230377132.110272,25466267.11009072
2020/01/01,891833151.2797624,1368472502.1252818,1157675372.9476318,229708139.8506936,25644647.795289323
2020/01/02,889597101.3152189,1364817094.5222802,1151535432.705313,228961911.5291373,25678681.265710145
2020/01/03,888331100.8058234,1361916479.8492403,1147007429.3764317,228579353.8474081,25767549.82134822
2020/01/04,888474346.9369946,1360681858.6329508,1144801815.1215894,229076247.3674735,25998734.81708952
2020/01/05,887763881.0540153,1358891730.6157997,1140729973.5557044,229123424.63997075,26350965.585597392
2020/01/06,887793604.9105045,1358725194.2804742,1136111766.6379278,228871141.4369291,26705137.559634566
2020/01/07,884949913.2967541,1353454425.0168765,1128732850.2738142,228467835.12074995,27184674.549946163
2020/01/08,883240856.3382899,1350567300.1108065,1123645080.15863,228193587.9215184,27484593.520936437
2020/01/09,881890750.8574058,1347528982.5124364,1118739718.2620616,227871447.89350203,27717490.87775947
2020/01/10,880684841.7764444,1344129882.5726118,1114301806.472474,227636692.0014429,27960181.20940911
2020/01/11,880664738.602934,1342698857.6130605,1112207487.136237,228168734.97348768,28175994.52978869
2020/01/12,879535317.350169,1340845199.3893082,1108473883.6020086,228106704.4724434,28514656.682241768
2020/01/13,878446141.8119733,1339944798.7810922,1103697937.7417796,227620869.93158543,28753750.990990102
2020/01/14,876303055.0671011,1337457363.0921712,1096613140.9952414,226512784.05832064,29036999.028473426
2020/01/15,875161349.9628015,1335298438.5929625,1091888429.2708764,226001760.6884652,29224856.35109596
2020/01/16,874356757.242147,1332948405.8894532,1087494550.7025006,225537350.0731387,29368134.23492316
2020/01/17,874638807.190294,1331862250.2236283,1084494690.1733878,225474718.0157689,29606978.482995503
2020/01/18,873867962.7473947,1328791850.6616116,1080448307.7231393,226064939.10322616,29826720.344093245
2020/01/19,874462187.0157584,1328683966.5700326,1077083990.491193,225967669.18835896,30149577.627038985
2020/01/20,874656870.992918,1328263149.593429,1072695275.4418082,225663006.6791789,30523834.528291207
2020/01/21,873195390.2114158,1325987637.612255,1066886456.8697916,224989574.79889968,30716068.71263486
2020/01/22,873310986.5385623,1325294711.083629,1064205650.7979708,224714305.7021153,30667447.48177197
2020/01/23,873520231.6427249,1323984759.4816058,1061937845.5664964,224776626.3711443,30658879.87111771
2020/01/24,875211524.7879539,1323703915.112534,1061497238.9384086,225374549.1740624,30697360.77280399
2020/01/25,878572184.4622173,1325607636.4527535,1063053838.075254,226741289.84293985,31028706.010116037
2020/01/26,880778956.037887,1327167304.1041963,1062580390.8406425,227174764.97194684,31405245.188668795
2020/01/27,883401998.6942097,1330233074.9715805,1062179803.976521,227587619.9997652,31771809.41158231
2020/01/28,885857487.1910065,1332694960.0049648,1060329921.4429952,227671605.1436892,32196587.250541884
2020/01/29,889259289.4812955,1335677071.121248,1060446229.67486,228171920.01699495,32542184.117931508
2020/01/30,891509590.1106796,1337086182.8470962,1060898003.7628652,228861856.4731628,32835883.69069166
2020/01/31,894444683.2645044,1338960562.213456,1063329808.9622096,230245154.857871,33155391.89563833
2020/02/01,899178996.4470387,1343513153.6535208,1068437421.8627363,232171325.1597709,33515648.294783056
2020/02/02,903374993.7097392,1348188525.886399,1071566829.7920192,233284066.530404,33926990.78747889
2020/02/03,906729746.2192189,1352835466.6332283,1073946025.513929,234161186.9224994,34296185.11543786
2020/02/04,908179904.2510424,1355169229.9489875,1073723256.4115516,234399910.3195905,34695429.81203173
2020/02/05,910240581.605861,1357201839.2789714,1074925751.6273372,235023166.28875145,35007800.33312556
2020/02/06,912315974.461124,1358802687.4385462,1076310012.4497602,235658627.09485623,35274138.89159789
2020/02/07,915324142.9807729,1360641314.601797,1079694447.8640835,236955427.4465699,35520921.30945809
2020/02/08,919760879.127408,1364099026.3897865,1084267744.0643082,238426584.01263905,35790046.15505621
2020/02/09,923284142.7727808,1367912542.8446577,1087684670.651827,239284236.42701527,36101673.570664726
2020/02/10,926043651.9387876,1371043382.2572536,1089785266.775463,239844888.3688735,36387018.51062374
2020/02/11,926814434.8568383,1371945943.7720673,1089966519.9187667,239958623.2951069,36715180.69453045
2020/02/12,929251509.7584608,1374347435.1903644,1092148914.3781502,240465423.8819131,36977696.9849915
2020/02/13,930299922.940255,1374554893.538437,1092563255.5371747,240702113.2678594,37264147.96637795
2020/02/14,929020438.9353153,1369115233.9405563,1090517162.5446231,241479913.2463999,37606984.07227395
2020/02/15,928989073.6378516,1367585237.605548,1091686058.2603636,242414343.9931395,37912028.37933569
2020/02/16,927055275.0311474,1364789335.5430608,1090987168.6558442,242558538.34509215,38250963.18174404
2020/02/17,924643836.369022,1361704067.2886295,1089126879.7745514,242376670.3220161,38579690.2059707
2020/02/18,919722578.4541206,1355277154.905064,1084187633.223857,241566962.36393303,38913440.249046825
2020/02/19,915615060.9795434,1351319906.3578942,1080902342.8155484,240596682.51572505,38998819.37891029
2020/02/20,914905553.069634,1352035335.0382285,1082836898.2005827,240672339.22697377,39053924.46939409
2020/02/21,909463100.9890752,1342199329.8463411,1075482711.9454124,239888204.0984969,39295327.75989299
2020/02/22,909498124.9113704,1339680817.2533307,1074531427.9693627,240359229.8044296,39513688.55559295
2020/02/23,907655080.8048074,1335461316.9255352,1070494194.8560538,239750657.04014832,39701651.9146997
2020/02/24,903502664.3737432,1329076209.1052158,1064696743.7337615,238755764.33695972,39772347.6011596
2020/02/25,897730344.4600887,1320269725.5850728,1056318948.6524715,237085767.668094,39873443.951556765
2020/02/26,894190513.5325478,1313131362.300552,1050430286.5807272,236192799.56255344,39890346.664363965
2020/02/27,890558262.4011087,1305508367.7872367,1044427385.0663428,235217510.95007288,39793936.022596896
2020/02/28,887562057.3312807,1297712363.6556668,1039462537.6474024,234674908.7667925,39750692.74474
2020/02/29,886021215.5234922,1292183484.2979329,1036449787.6551071,234434122.3355037,39673377.662150174
2020/03/01,883028974.527955,1286433419.8629394,1031461375.6451252,233338097.01977912,39566090.950222686
2020/03/02,878951688.6783291,1279705748.7294705,1023248992.2021158,231429745.4403893,39484986.02366888
2020/03/03,873554045.232386,1271327133.3328052,1013267099.4743024,229004101.59027347,39413899.97861777
2020/03/04,870068274.424059,1263805910.5925713,1005446504.7720876,227303613.9878776,39226765.61835459
2020/03/05,866760365.4789298,1255946255.7678185,997832152.8270174,225715901.4336612,39008299.01521274
2020/03/06,863790237.9241018,1247947833.682206,991489543.0918484,224637710.11804423,38827159.0413416
2020/03/07,861997964.4186156,1241350552.9982083,986486769.0401356,223866269.05211055,38666752.88183925
2020/03/08,859184328.9028848,1235056955.4469838,979513937.040323,222246487.68253493,38509599.31239688
2020/03/09,854727027.8170592,1227637185.2368095,970543726.4816506,220026514.7728996,38288050.7439187
2020/03/10,849236520.0797664,1218536600.5715506,960046339.513796,217381637.63291407,38055926.057351045
2020/03/11,844476913.9952171,1209225888.109954,950843372.9493644,215404129.9765505,37811333.51188779
2020/03/12,839776053.343561,1199708018.1063547,942192313.5893269,213545136.42260215,37475036.35089988
2020/03/13,835655688.2373507,1190915782.5999603,935223652.4620216,212127117.30967748,37129772.42996511
2020/03/14,833114444.9137762,1184070484.721532,929966261.6653172,211059802.41606003,36775736.821993664
2020/03/15,830232020.3244069,1177869429.9478364,923112772.826632,209340047.942374,36452986.03980383
2020/03/16,826039849.7266484,1170511765.9990025,914714289.5082488,207288109.88046032,36079604.569435485
2020/03/17,820793026.2033879,1162081264.420898,904439532.5134522,204612321.1934618,35689544.33742494
2020/03/18,817247457.34248,1154689687.8343754,896508236.8626124,202604578.84332705,35178817.46198114
2020/03/19,813866444.1320573,1146919598.575733,888717225.9825118,200668171.1131008,34662834.889553085
2020/03/20,810918500.4964424,1139031100.98318,882318694.3879402,199247171.6494817,34146720.11678946
2020/03/21,808896984.4441007,1132576329.0403757,877171092.8475052,198159722.77638,33763447.00278102
2020/03/22,805155736.0817754,1126642108.0419612,870353050.216983,196406782.07763952,33412134.40038197
2020/03/23,799840908.7470913,1119837833.6989434,862098908.2862148,194293277.34801337,33017983.93609287
2020/03/24,793898439.3731583,1112108845.6022587,852379133.7014402,191566081.5671812,32595363.85017947
2020/03/25,790083546.5583383,1105804087.9277425,845208226.7731887,189659053.0847157,32143502.205720905
2020/03/26,786216213.1262665,1099098816.1877496,838419397.9487627,187908072.2661262,31653404.59785143
2020/03/27,782876635.1562698,1092185371.2578702,832570561.7220392,186608044.47372088,31219580.42476913
2020/03/28,779978519.2501184,1085611970.5496895,827411914.0864365,185435395.51040912,30767269.147757
2020/03/29,776618144.4550917,1079765224.2633302,820591738.7016852,183566697.19146293,30406715.75985029
2020/03/30,772040021.3519373,1073246518.3413095,812606366.6938999,181425750.39634869,29974493.72127756
2020/03/31,764916353.9195191,1063718133.3644832,801976540.9451078,178592001.1541695,29568851.88101881
2020/04/01,760436808.2173532,1056971811.0794728,794988493.4060713,176718223.70737842,29131083.47814557
2020/04/02,756251812.6418234,1050020885.8988552,788311354.8233466,174945562.5579928,28634819.816783365
2020/04/03,753425651.6227206,1044487071.4388868,784193017.64561,173968667.43046558,28263726.670878537
2020/04/04,752900972.4343312,1042510071.3973836,782766343.5190673,173552300.0659583,27961915.699532885
2020/04/05,753833885.4301715,1043304252.1850936,783420974.7513459,173500277.99263155,27736719.635201234
2020/04/06,752389420.7645885,1041423144.449053,780283735.210398,172690128.81876865,27527533.70569665
2020/04/07,748527498.9861772,1036776105.474725,774524158.8721454,171126554.42078343,27380648.479241014
2020/04/08,744140375.1311674,1030503652.5624802,768520226.4492347,169632367.0829643,27133606.099306934
2020/04/09,742250296.4093105,1027255784.7520878,765768553.0657092,168894084.1165008,26960928.09418896
2020/04/10,740819494.3748449,1024293831.1537322,764541526.2653226,168671785.8992499,26788252.373476136
2020/04/11,740326774.2150426,1022804815.5525948,764768953.4904064,168769825.26584,26607186.407018337
2020/04/12,740004053.0876813,1022324656.2308142,764448396.3681717,168662337.04498002,26621005.59784325
2020/04/13,739070872.6160663,1022136076.5425977,763286919.9624586,168329139.6029689,26559327.7935706
2020/04/14,735850214.9429188,1019099432.7893068,759127920.3840011,167104417.62814534,26400287.90592457
2020/04/15,734925441.3319645,1018326467.5769413,757978920.3347266,166454994.0076513,26116755.70545795
2020/04/16,734144889.9688089,1017284074.5673666,757452547.3136748,166042733.73896426,25796553.04425595
2020/04/17,735524747.9745561,1019685910.826805,759081442.2844757,166031294.3229858,25555188.77777107
2020/04/18,737679494.7771304,1021191017.4078026,762060024.1242301,166480210.66725123,25234905.552407797
2020/04/19,738841041.2584364,1023443303.5008788,763360070.2941052,166501930.0642492,25076959.71864191
2020/04/20,740104856.1631256,1027186895.140656,765245494.7447327,166628947.58887932,24908816.723675445
2020/04/21,739743397.147169,1028765917.2642972,764838888.903667,166044001.761184,24742137.467231363
2020/04/22,741128365.5322382,1031344729.76731,766605871.7167511,166165196.89804137,24493004.862810764
2020/04/23,743113326.1986744,1034111391.1433028,769176640.1113309,166644560.66356343,24303891.052397706
2020/04/24,745286013.238727,1036859285.2402648,773156313.3554007,167613162.41060603,24178651.781141456
2020/04/25,749719431.9266021,1042714795.333629,779840646.1903745,169118943.5982441,24034036.551772904
2020/04/26,753659686.858262,1049091039.04197,785637781.7721379,170470917.5082087,24067717.884686783
2020/04/27,756320453.049838,1054723342.4740416,790053870.3492875,171515576.574387,24164571.43055204
2020/04/28,757153367.612397,1057890689.7955886,792181192.6914759,171898577.10079688,24256628.460176345
2020/04/29,760376559.1031786,1062961485.4958848,797194170.1139292,173052585.06024027,24235689.21272442
2020/04/30,764246860.3524888,1068559280.9420316,803016964.7225525,174420917.3111293,24207332.956551228
2020/05/01,769716816.1985989,1075238483.4089384,810088994.4080267,176424696.99836385,24558341.560604807
2020/05/02,776873213.1941851,1084015116.4965143,818561511.9326068,178794283.45839986,25014683.30829118
2020/05/03,784043501.9442534,1093841210.9651136,826335922.0308788,180733809.1985125,25481486.708641835
2020/05/04,788843604.6061074,1101277706.1053634,831411947.0216036,182098716.30775243,25992872.868843235
2020/05/05,792142332.6196901,1107505051.4652476,835286635.3319769,182847391.54237872,26268628.57320006
2020/05/06,796483454.4724592,1114425229.82671,841693215.5393639,184527547.2954247,26494711.45835844
2020/05/07,800484023.888379,1120063442.030048,847711421.620281,186117637.30041435,26671401.961380564
2020/05/08,804588405.539132,1125013804.5103374,854300300.7039099,188117106.1710575,26921668.29310012
2020/05/09,810116059.5082953,1131765490.831191,862229545.1068232,190263700.67158303,27104248.080250654
2020/05/10,815234934.1040379,1138831465.4849498,868776199.286351,192056254.86945117,27430232.23646722
2020/05/11,819618031.956536,1145467544.6288877,873355255.827791,193110596.205907,27719023.162330654
2020/05/12,821559908.5349995,1148706830.1178346,875136169.5600067,193586129.3356189,27967387.925726376
2020/05/13,822314965.587333,1149992522.3824291,877472239.2712643,194544509.3607281,28186114.22100539
2020/05/14,824401549.023422,1152173770.4903228,880763975.3264576,195717910.1843249,28423529.070119407
2020/05/15,828076770.3046865,1156217763.9656312,885796424.889296,197389540.26835936,28759061.49685525
2020/05/16,832480166.3193294,1160317617.3213086,891628326.3116094,199236171.3777973,28920409.268089637
2020/05/17,836044284.3032875,1163685238.3923252,895791515.1148503,200685674.35304907,29217879.121473964
2020/05/18,837928865.1850028,1166222088.5510523,897631780.7454431,201331850.13650307,29509586.639433496
2020/05/19,838684608.2777262,1167248682.7877266,897920143.6674035,201587165.8661498,29772794.85152847
2020/05/20,840175827.8156769,1168393774.125493,900270028.4718013,202612688.34293512,30037626.94503585
2020/05/21,841414877.4058272,1168487853.416339,902039185.7521428,203619338.68313125,30302656.13082139
2020/05/22,843227566.3842802,1169105614.93618,905059830.7019584,204974005.1340209,30568438.20456465
2020/05/23,845931086.758359,1170610412.1364744,909051888.3858836,206561514.57680085,30836705.77903178
2020/05/24,847583398.8299961,1171834395.7846966,911321940.9465024,207600151.38688177,31163038.154107112
2020/05/25,847513100.3693132,1171350460.8769078,911217035.3059592,207891522.92360044,31546957.289863367
2020/05/26,846509138.4269276,1169221993.940066,909465477.6324764,207831844.3135084,31952170.578996114
2020/05/27,846886138.0739176,1168055202.4234111,910038028.6763712,208543521.13550895,32274018.643432625
2020/05/28,847517621.2303643,1166679821.074922,910677149.6148708,209293521.74907604,32549341.61257902
2020/05/29,848032569.242683,1165068674.8117118,912129446.1809598,210318755.52722263,32820533.12462534
2020/05/30,849634270.7024016,1165096373.329642,915128162.8658848,211616198.56379703,33030070.980401184
2020/05/31,849979061.9279773,1164364633.6596928,915942984.0805808,212289388.783617,33377720.309778742
2020/06/01,850644890.7225852,1164579128.687505,915632536.315702,212293343.66050568,33611612.872661225
2020/06/02,848035573.386374,1160053697.9061952,911748008.7665458,211643444.3546033,33784433.993922845
2020/06/03,847203051.6444988,1157672481.643256,911228347.9590546,212013810.18407255,33943704.1632417
2020/06/04,846543251.3590685,1154750238.302125,909595764.9267882,212137521.04800463,34168534.896174185
2020/06/05,846295839.6065059,1152762740.153613,909477865.1766316,212624136.61571375,34402914.429840155
2020/06/06,846127792.9267108,1150674455.307631,909549794.869777,212971175.0272326,34462672.424550295
2020/06/07,845426765.1128839,1148602412.205283,908352602.9556992,213051427.1928637,34691147.01263529
2020/06/08,843773833.9903554,1146358620.9329317,905584990.6146994,212525249.4477523,34877152.62044945
2020/06/09,840549957.1844723,1141803714.8301413,900609333.7519273,211599522.588551,35075214.54783053
2020/06/10,839084887.1955385,1138314171.505183,897669359.6460023,211371334.7375465,35263957.83437663
2020/06/11,837373532.0945219,1134567270.1106963,896049448.136333,211414465.7280388,35338807.98230889
2020/06/12,835742312.8656663,1130855952.829714,895496013.6673279,211821665.38298965,35430636.618186064
2020/06/13,834469200.8323221,1127654436.8745766,895731289.4701297,212386760.0494086,35512469.491148114
2020/06/14,831560859.1954024,1123670912.952212,894241942.8347536,212517960.9847973,35737334.715194754
2020/06/15,827472997.674038,1119121082.081499,890932351.5667892,212125202.03694436,35996555.24182021
2020/06/16,821643178.4878044,1112896847.407833,885834998.5162508,211260993.9093676,36213457.09751449
2020/06/17,817331173.7297138,1107477897.125829,882947164.8683087,211093340.8798307,36396043.12696111
2020/06/18,814101223.0615706,1102394489.9618387,880389536.3625343,210980335.50463003,36520362.74315864
2020/06/19,811501400.8146899,1097578382.6437984,878894668.5099304,211169935.4737823,36659343.38709581
2020/06/20,808990215.2466547,1093235202.6720655,878040106.2126882,211389642.57542545,36667049.89295805
2020/06/21,806401706.1330689,1089479227.854106,876011891.0167428,211207434.8176662,36805640.050768
2020/06/22,803213208.9679362,1085477437.469066,872421869.8942348,210507339.80509412,36945244.49536876
2020/06/23,799569311.2912524,1081091480.2271547,867909710.1805367,209540330.8711649,36922350.4615411
2020/06/24,796749563.2100059,1077188816.3876593,865416764.3199402,209215477.94994175,36807116.58747507
2020/06/25,793227404.1563036,1072403790.6625456,862479457.2313997,208785633.9004893,36623214.876202986
2020/06/26,790011408.1300964,1067892891.72243,860861707.7411685,208740678.54177573,36517686.60673819
2020/06/27,788244203.3668001,1065084904.3534952,860598847.3997514,208896991.2985213,36251411.77504341
2020/06/28,785119691.4714061,1061962461.4944458,858958984.7513667,208683641.184676,36108671.2240456
2020/06/29,781911557.3386242,1060081045.6850116,856624674.3110452,207981993.2035779,35944273.80415218
2020/06/30,776412762.7898815,1055511848.7531568,852221997.6295377,206964249.9789109,35821284.56286399
2020/07/01,773021152.5941311,1051800483.350412,850291399.1315815,206711766.26848656,35726348.653155535
2020/07/02,769658420.3420541,1047488860.605374,848227048.4299979,206497275.3952332,35644468.67722495
2020/07/03,766562934.8129821,1043142621.5900089,847017505.8797517,206629930.8961289,35624252.20332028
2020/07/04,765441033.1137638,1041542333.3225598,848356807.0604918,207477665.0339737,35739625.237439215
2020/07/05,763323536.9285462,1039320324.732736,848249462.3572651,207936571.2776125,36021698.38919901
2020/07/06,760531510.4246216,1036888322.96655,846417164.978214,207740302.35887408,36273088.41716004
2020/07/07,757582333.3806047,1034750123.182266,844054944.4076706,207356979.66302884,36559558.92636627
2020/07/08,755854327.4548814,1033493091.1887592,844389296.2114161,207789544.7896007,36785410.73296923
2020/07/09,754158183.4977888,1031841307.4417456,844678220.22989,208214346.57722017,36965170.09971948
2020/07/10,752748842.1452972,1030323872.7156644,845871689.3749819,209031847.1659721,37204425.40228952
2020/07/11,752618796.7851361,1030816343.570788,848870519.6095933,210142383.2447051,37387560.34909097
2020/07/12,751855057.648308,1031858254.2557912,851236518.6260451,211023310.07022157,37724719.070138775
2020/07/13,749739136.3458458,1031542044.5001584,851208945.8425182,211163476.94631207,38049505.372123286
2020/07/14,745343366.5071285,1028059561.9562626,848430758.4437175,210719635.7290059,38348694.31762267
2020/07/15,739509746.4433101,1022790155.8755584,844382805.4649241,210078559.59829196,38623001.3168012
2020/07/16,735476022.5302757,1019419432.2322068,843282008.8775557,209978293.55613044,38753522.25609316
2020/07/17,732188435.8386893,1016700725.6560414,843391556.8117238,210286698.93354195,38953682.80671229
2020/07/18,730349015.7351938,1016003726.1878726,845076931.7172405,210982628.6835965,39141689.60343466
2020/07/19,728852560.7745329,1016255466.1377764,847341108.6803684,211689936.2653604,39196566.29904984
2020/07/20,726313683.7711018,1014984582.902678,845944969.3299628,211512733.55798584,39421350.01215997
2020/07/21,722359132.9644324,1011803194.900092,842492301.3439422,210926898.3403913,39678865.149195
2020/07/22,719428680.8726116,1009805811.5781832,841407318.2956549,210927331.3968377,39853557.03705368
2020/07/23,716109810.4531496,1006340634.0879694,839678692.7560558,210895632.7780826,40036065.16221569
2020/07/24,714589915.1874077,1005428189.0530672,840698205.4420058,211497849.58549827,40259313.23827182
2020/07/25,714484518.7599028,1005932160.1930208,842858119.8406142,212219607.50835845,40495116.54662399
2020/07/26,712494512.9753044,1005175377.4433334,843246264.6747181,212687907.800174,40806579.5847161
