Number of Trips <1,Number of Trips 1-5,Number of Trips 5-25,Number of Trips 25-100,Number of Trips >=100,date
878521459.4613578,1206822524.253695,995143907.8681302,200707464.3084815,28021363.75685026,2021/02/08
882582359.1627867,1209881534.3051686,996762495.9515471,201044116.97503743,28018187.3125204,2021/02/09
888321018.7946144,1214844049.566127,1001584377.1045939,202441349.1634969,27980783.687493816,2021/02/10
893376902.17495,1220209356.7074027,1007845720.0108119,204451224.4831627,27953647.528492473,2021/02/11
899372192.1553164,1227518435.4638562,1015819338.7336998,206647068.89723295,28128473.29339128,2021/02/12
906320818.8905636,1237232839.7610018,1024250391.7838827,208394396.69063145,28034213.266079817,2021/02/13
905885022.5047483,1235187493.6690965,1023339287.1434762,208751924.5787814,27992165.67648009,2021/02/14
909037841.7474579,1239437755.0203319,1027135684.4902462,210252542.5974268,28219662.62621193,2021/02/15
912299386.4057727,1241822577.4589903,1028990045.0930761,210871858.9002531,28558084.646217782,2021/02/16
916156886.2324394,1245235884.7979043,1032765561.2665166,211901453.49554458,28705141.173501566,2021/02/17
920196711.8064605,1248822126.2486043,1036669568.6463133,212881831.33374375,28728447.667103343,2021/02/18
925770916.7637043,1254094251.8583171,1042474102.3976344,213999047.9661341,28842569.215866946,2021/02/19
933085335.7492436,1262700409.054635,1049797562.9838339,215338141.30169567,28869659.410088304,2021/02/20
934963175.3774217,1263674686.9908626,1050608082.0841194,216001611.972519,29136341.947313845,2021/02/21
938217104.7024152,1266754565.160612,1053366100.334927,217282210.11281645,29573354.674204927,2021/02/22
940455856.1305548,1268123001.9319046,1054115497.1406064,217960241.4094003,30008329.633907646,2021/02/23
944157551.2389698,1271501301.2618527,1057010810.767395,218810728.23754418,30198948.903107356,2021/02/24
946887544.6945347,1273367790.268401,1058896682.4517747,219402374.51423582,30237164.42933959,2021/02/25
951993152.4113845,1279210153.2751815,1064107160.6799953,220151419.99744433,30377025.695806995,2021/02/26
958592550.928085,1286714446.4994454,1070620985.3216214,221283805.73589966,30449540.672090057,2021/02/27
962870990.7220659,1291242748.148107,1074133937.3666868,222324904.8983352,30820443.117130633,2021/02/28
966990275.7017767,1295336429.7050612,1076941901.9648328,223382254.27470082,31279228.29225489,2021/03/01
971678018.00751,1299576689.6542163,1078598662.7942204,223951781.3279284,31574884.653164737,2021/03/02
976862247.2111132,1304994721.4495451,1082691743.2569127,224871543.8067617,31687546.017791484,2021/03/03
981549365.3993682,1309904561.6466181,1086523705.9608586,225711371.55135733,31684455.396502167,2021/03/04
987568531.7614398,1316747956.163732,1092201248.2713423,226600688.50541475,31750507.802186422,2021/03/05
995124277.5091343,1325919210.131147,1099605688.3417466,227831909.91731805,31711694.241334222,2021/03/06
1000387642.2585384,1332720103.660446,1105052006.2487454,229194148.9899106,31965442.13087654,2021/03/07
1007534888.5593747,1340132711.1208806,1110200427.729696,230628542.84525225,32225306.46926085,2021/03/08
1012476794.8424655,1344998345.3413496,1113392127.971747,231517110.62616032,32544401.46945597,2021/03/09
1017130143.4410716,1350635925.0722685,1118425912.9065905,232941455.427316,32820037.965487093,2021/03/10
1020563030.0350432,1353731919.0219302,1121147948.0188684,233474855.26364815,32776411.57434701,2021/03/11
1025603429.6281029,1358993233.7313318,1126030698.7885497,234033965.00660974,32753995.969326325,2021/03/12
1032771246.6284431,1367539353.863766,1133588743.332576,235191356.52263215,32677780.741018068,2021/03/13
1037373588.7137673,1373254374.7216156,1138759393.7376306,236437884.2080257,32924441.654390935,2021/03/14
1041771474.1009398,1377377581.326668,1142000152.074083,237549826.6458451,33164009.56956397,2021/03/15
1044157460.6896421,1378754138.6408894,1142416396.0493615,237919387.17794108,33459906.394101735,2021/03/16
1044927061.9748073,1380386205.0842838,1143754200.5245268,238221296.9607193,33512598.13385337,2021/03/17
1047133109.2049534,1382532866.8579736,1145730593.1590614,238526032.41021076,33409416.34923123,2021/03/18
1050555240.7034312,1386595839.5907514,1149460330.7628782,238791810.72906694,33344672.82192413,2021/03/19
1054775097.752874,1392146296.1511338,1154475768.278312,239431947.49783403,33208770.59095057,2021/03/20
1055396120.0214185,1394315092.8852723,1156598253.6389503,240027056.30038208,33394961.11349504,2021/03/21
1057546771.1881534,1396494350.4950702,1157974451.573247,240642320.54264322,33552677.692337368,2021/03/22
1057659680.9593502,1396570595.0350628,1157298515.6672523,240718540.06374875,33790143.56864924,2021/03/23
1059527514.280889,1397916779.581886,1158031452.477051,240963165.99536228,33883213.412499644,2021/03/24
1060312402.8024048,1398524849.1795838,1158601059.641141,240964031.7136108,33737890.82949476,2021/03/25
1062453217.5981395,1401019903.9368708,1160989001.1552114,240938732.4396368,33629391.62697743,2021/03/26
1066455138.5096651,1406135736.9146216,1165338265.003262,241356187.89129835,33447937.53377007,2021/03/27
1068025576.1378577,1408365570.2474535,1166908776.9775114,241752666.99018008,33606323.65355776,2021/03/28
1068402890.1238002,1410661824.507352,1168555761.4727676,242334783.14178252,33745493.330611855,2021/03/29
1069381890.6365715,1409978542.852605,1167037113.006198,242100449.7998736,33921351.87595569,2021/03/30
1071458119.8564702,1410655080.7551942,1167843098.224646,242419322.81317395,34041245.49053655,2021/03/31
1071771730.6272414,1410939836.0426435,1168240841.1871626,242315692.54086614,33884170.31832227,2021/04/01
1073724976.3844353,1413615262.2868907,1171014462.818134,242303860.99882558,33769054.51277667,2021/04/02
1074117878.014038,1416000164.2034445,1175072754.614177,243004139.1671365,33717869.17349226,2021/04/03
1073773607.4021082,1416549517.3321395,1175697736.2241235,243154484.6998325,33873293.84992299,2021/04/04
1075654494.1630332,1417060229.5438793,1174775395.822535,242969083.12674025,33843371.671614885,2021/04/05
1074719659.0750606,1417514883.9119928,1174126850.230864,242600155.67099175,33982082.31520836,2021/04/06
1076278122.4445226,1417128160.283232,1173257289.8246677,242207064.80371287,33949560.20275244,2021/04/07
1077635656.137085,1417504524.6746342,1173023070.417282,241731680.37827614,33722577.366530985,2021/04/08
1080080205.958401,1418676730.0949905,1174453834.714201,241544457.05648383,33540083.816777,2021/04/09
1083034210.3297675,1420956598.5525246,1175806433.0512683,241391792.45585582,33474362.706380535,2021/04/10
1082163954.2733853,1422048498.9021523,1178055637.1389875,241502709.81904355,33345982.3720073,2021/04/11
1080786816.307682,1419719742.7217968,1175667386.9501934,241165839.03253683,33386805.64891752,2021/04/12
1079369548.9002564,1418062516.1327333,1173774725.814717,240943947.85558316,33625262.03816709,2021/04/13
1078203666.8816516,1416122110.90998,1172320191.6632893,240625749.8427781,33629380.184555516,2021/04/14
1077491140.3487751,1414945542.6312027,1171851685.5559888,240349321.77307793,33439676.648101892,2021/04/15
1077835574.2716846,1415177670.8687568,1172851707.9664066,240002941.93103063,33276375.402980305,2021/04/16
1079051494.6070368,1417268598.7018294,1175274320.9884603,240088084.58536112,33083395.273871303,2021/04/17
1076644070.5795536,1415966781.915544,1174686241.0879917,240050400.6244583,33207555.456749775,2021/04/18
1075747424.7296705,1414166490.7123773,1172440547.8622239,239794148.38464403,33217798.05877599,2021/04/19
1075621465.3689094,1412105565.3537571,1169168292.1642756,239185411.81341022,33380329.549456112,2021/04/20
1074895668.1409156,1411150571.9281688,1168420981.2868395,239053889.34244758,33407213.81791888,2021/04/21
1073642843.2203889,1409454374.2806695,1167005582.9510884,238562025.9653187,33184702.344657984,2021/04/22
1073728255.764885,1409503118.054639,1167552762.2739673,238171253.197172,33000019.33635912,2021/04/23
1074935577.755418,1411863444.7864845,1169799949.7824888,238175817.52490968,32767335.390084904,2021/04/24
1074081960.3670945,1410902631.4990504,1169028564.122883,238149976.4124013,32898104.632797517,2021/04/25
1071059939.7148851,1407981868.3215377,1166052274.4904609,237819009.96049792,32878232.863902178,2021/04/26
1068631800.611273,1404192009.058094,1161989971.8107274,237303711.58629647,33084436.695725136,2021/04/27
1065253530.9744643,1401144090.8767893,1159742713.4523346,236847918.5218891,33050198.908956174,2021/04/28
1063653657.8451282,1398728082.704249,1158258745.1458933,236387802.645988,32813867.314783197,2021/04/29
1063093727.8903657,1398110395.574997,1157971349.7764924,235736513.12778965,32611530.83646548,2021/04/30
1063787617.0966262,1399786711.5469046,1159782258.0644627,235669334.82142115,32367649.40449221,2021/05/01
1060988404.9651814,1397604771.4225035,1158192990.233808,235473397.70484057,32472704.141531926,2021/05/02
1059995271.8490114,1395821106.8344214,1155958058.7201161,235268556.53522754,32476731.76762463,2021/05/03
1056770706.1056539,1391785561.902878,1151987175.6257296,234792602.3204323,32718219.889923245,2021/05/04
1052349603.8145176,1387420880.0742044,1148694771.029136,234238265.4842429,32701001.79991424,2021/05/05
1050622932.5109631,1385458969.285947,1147289077.680924,233772851.47431576,32484011.49850063,2021/05/06
1049278137.3742284,1384256314.3524787,1146847620.806543,233211545.22391894,32305068.460961938,2021/05/07
1048541256.3006628,1384428945.3993416,1147619768.283477,233195827.96536008,32154500.32147131,2021/05/08
1044699182.4413888,1381038715.3737721,1145203338.8524685,233083305.8449316,32341199.76470299,2021/05/09
1042041751.2000282,1378152820.1299267,1142352521.5098782,232695618.3941525,32293589.838236567,2021/05/10
1037643228.3207772,1373229335.1333673,1136962227.9115257,231809093.21115765,32432954.990611013,2021/05/11
1034574094.4983956,1370535804.4697452,1134985163.17051,231405982.29093072,32377976.89242256,2021/05/12
1032510460.4405864,1368795851.5105584,1134324092.632568,231062505.35010368,32142478.849215355,2021/05/13
1030414815.6980443,1367245926.0764527,1133867135.0552697,230470293.6516134,31818655.44202515,2021/05/14
1030775611.4307351,1367908462.5530343,1134049040.6811788,230219763.47507352,31681825.31434056,2021/05/15
1027139199.9336351,1364858173.595007,1132073707.8675213,229782936.38092244,31745889.02154913,2021/05/16
1027028646.2469685,1364578874.978256,1130868311.1184158,229889547.9549264,31805450.33678162,2021/05/17
1023020262.4395386,1359986358.976328,1126839082.0262492,229506342.76277328,32052964.628335025,2021/05/18
1018914208.9447896,1356526828.358054,1124702863.4002352,229198287.914839,32059762.599354457,2021/05/19
1016519607.5043576,1353925271.1058393,1123054300.3172057,228744957.22853348,31776135.15017461,2021/05/20
1016184406.9293981,1353538933.7949417,1123916645.5962598,228520477.1792412,31621278.136711154,2021/05/21
1017482294.8611398,1355349764.6859608,1125682122.5634718,228736347.473524,31588755.33297738,2021/05/22
1015710268.0227075,1353514848.6727128,1124354881.8297007,228857257.69666472,31930298.268881615,2021/05/23
1013885811.8081192,1350275623.846891,1121050949.967027,228750336.7203234,32100970.65089261,2021/05/24
1010556617.2719805,1344358539.0116663,1115699893.4419315,228475988.48970234,32481754.27476855,2021/05/25
1009755381.9894136,1342567281.3631122,1114420536.7154806,228583806.31041843,32695030.865722764,2021/05/26
1009132213.5590832,1339639915.4016504,1111617183.675402,228139517.45239672,32587832.73772648,2021/05/27
1010307951.9375025,1339562346.9504638,1112274898.1204834,228194475.8323949,32586225.165586747,2021/05/28
1013264876.7683173,1342523251.0238893,1114988658.8149884,228678077.05850974,32550711.54044948,2021/05/29
1013372615.0466317,1342056729.0394323,1115044966.1308093,229173395.17723122,32876324.581305955,2021/05/30
1010913720.4355987,1339091891.1668406,1112146716.762326,229386323.86853525,33147636.162274707,2021/05/31
1008638217.9823002,1334884482.704833,1108008956.4962466,229249938.12457156,33503308.9784524,2021/06/01
1012006226.2400256,1337625409.85617,1109926743.1006582,229760947.61411273,33673569.99811453,2021/06/02
1013198870.1117089,1337590623.1392815,1109892630.0634663,229755437.9388646,33567076.06787881,2021/06/03
1015841355.2835618,1339747435.411904,1112269239.9910681,229883094.87293667,33515973.11243473,2021/06/04
1019762046.6153013,1344401042.914754,1116488045.524067,230492691.47674555,33444315.049579896,2021/06/05
1021165059.4799496,1346519649.7467744,1118754663.4497352,231205717.30701002,33737842.963721775,2021/06/06
1021707079.5852048,1345976744.8981786,1118043266.6229196,231783988.89327145,33986910.2240167,2021/06/07
1021846889.7685378,1344653500.7478173,1116466883.9811845,232124696.7238768,34358077.83945102,2021/06/08
1022649544.6118492,1344863380.7574298,1117231136.6528614,232484860.17387813,34494412.273204096,2021/06/09
1025028907.6615636,1346442128.4839947,1118555680.0994482,232692118.79909113,34376367.79172003,2021/06/10
1027310059.4421421,1348249627.4990923,1121051512.0061796,232861026.91987792,34312381.87084931,2021/06/11
1030283156.7167363,1351868379.1317382,1124484371.6386921,233381822.78434584,34247007.710129365,2021/06/12
1030103980.5435026,1351953866.4622293,1125135318.6724353,233836282.2390777,34518530.218097605,2021/06/13
1028829785.8554027,1349998395.5734122,1123662297.8175738,234181794.2159404,34727232.19932386,2021/06/14
1024526637.3353553,1344017884.6063545,1119213145.7534964,233984213.77708393,35020428.91296704,2021/06/15
1028232496.8928659,1346521107.3717544,1119898913.2489886,234209614.3513617,35157458.63626654,2021/06/16
1027785294.0464665,1345412516.6978724,1119343843.0140886,234155270.22236624,35057364.87838203,2021/06/17
1029387586.2919872,1346668109.6765587,1120805544.6458669,234190199.3060455,35004291.06582214,2021/06/18
1034003045.5704176,1351108143.5653577,1124591637.083296,234677138.99465513,34894197.68249449,2021/06/19
1034306041.8534682,1351535765.3071017,1125251078.75626,235099809.22552377,35141909.142382205,2021/06/20
1033094445.7455622,1349477518.2220187,1123353285.7932978,235353250.16498178,35338114.61835502,2021/06/21
1031355031.5184805,1346124282.5832753,1119887822.4080074,235274359.26800278,35653779.301674776,2021/06/22
1033511358.7147143,1346885907.7157867,1119630640.204351,235392193.14320484,35758379.830784954,2021/06/23
1033412796.9994986,1346133915.9185958,1118893015.393233,235243317.1709969,35637202.74294899,2021/06/24
1035747187.1289598,1348520860.9098454,1121131128.7115443,235314067.7249688,35564729.60484781,2021/06/25
1041122299.2124431,1353266994.4457476,1125071210.939491,235832462.63143513,35447141.27172132,2021/06/26
1042003761.0522792,1354154256.780444,1125894668.1358356,236234720.13246772,35674832.661827296,2021/06/27
1041366231.0822535,1353065556.8679101,1124726838.7197788,236585812.89432544,35863329.167022444,2021/06/28
1041490657.2544503,1350533648.3434258,1121453819.8648946,236482836.6873863,36146649.246046826,2021/06/29
1043336246.8362751,1350453837.9781206,1120726478.9636278,236441313.58103877,36186485.151385896,2021/06/30
1044165761.7409062,1350363744.128089,1120299553.5143433,236296840.93655103,36053083.39905049,2021/07/01
1047950465.4060695,1352887142.3697524,1122220840.9489236,236278770.44481063,35958420.1254843,2021/07/02
1051720373.080196,1357137401.317893,1125824932.7324905,236707328.8672586,35807674.73074679,2021/07/03
1053203921.5424515,1358567760.1749594,1126809834.0582998,237090692.06785634,36015271.7711343,2021/07/04
1053722504.0734433,1357917311.255627,1125100825.663434,237257878.30340022,36150102.99704813,2021/07/05
1052408291.0509849,1354630354.2532997,1121607891.7143989,237103940.72609594,36416314.41029138,2021/07/06
1055067948.7132821,1356677583.5945504,1122837808.648803,237384507.10601255,36473569.63824718,2021/07/07
1057286283.314836,1355766115.3136523,1121235802.3312635,237008682.3736422,36299778.82353757,2021/07/08
1060587429.9473134,1358819200.4978561,1123488180.506711,236995217.50432423,36180434.57900147,2021/07/09
1064042045.3059918,1363285586.1704235,1127274863.5457788,237447356.52568454,36005520.67719577,2021/07/10
1065177398.6507638,1364386519.2333279,1127985728.5743248,237762902.6937917,36177114.572936796,2021/07/11
1064764625.1343337,1363057283.4328015,1126073434.2405522,237886154.96023,36288064.34805992,2021/07/12
1067839241.7326837,1363693596.5487292,1123371689.2547731,237275195.91355056,36356598.270349234,2021/07/13
1071742089.875031,1366200705.5713537,1123977203.2198794,237260885.87652165,36362046.633301064,2021/07/14
1072152757.9339389,1366920934.7779636,1124614035.7414043,237264769.3188766,36282199.24548462,2021/07/15
1072817129.7071278,1363366085.4902034,1122671602.3779457,236870557.06197226,36125264.32622183,2021/07/16
1070884687.755136,1362024588.2707412,1122901947.6827211,236944342.12198117,36077503.13121982,2021/07/17
1071285927.5942702,1362983281.4961834,1123764596.0874236,237330198.36471704,36234103.82321133,2021/07/18
1068684595.9812217,1361290984.34223,1121842257.8621213,237166879.06639397,36350412.79019927,2021/07/19
1065902107.54088,1358551687.269003,1119384892.649654,236929119.89412725,36384206.88653221,2021/07/20
1066660354.9694158,1357228251.2989943,1116181893.454533,236559477.15037915,36625424.015580036,2021/07/21
1066690588.150899,1357162738.7588794,1115472035.1604512,236242360.05022165,36424867.4638744,2021/07/22
1067833762.2553036,1357614443.3070984,1115612537.331468,235811557.15499043,36216879.7093514,2021/07/23
1070227779.5500319,1361260511.9292057,1118434522.104179,235960060.90280497,35988993.87089282,2021/07/24
1069455571.1341002,1361351984.91333,1118228679.131042,236041189.29591417,36147461.547212854,2021/07/25
1069614292.6631113,1361089032.59501,1116286086.1007304,236051361.27607435,36273880.186416574,2021/07/26
1065596852.5586021,1355651712.8323956,1111166033.376654,235417183.52076778,36424881.143917166,2021/07/27
1066536284.48603,1355811043.0167625,1109789100.9532008,235112665.63770965,36399818.44818254,2021/07/28
1065872185.5537786,1355137311.0246365,1108795146.9970021,234767532.2589961,36193889.41249065,2021/07/29
1065214125.0949624,1355479770.406219,1109352244.669218,234432693.79475066,36017687.5200354,2021/07/30
1067393590.9352853,1358503636.4119308,1111362311.9530463,234482913.92914367,35801935.74799124,2021/07/31
1066673343.5042849,1358972052.0403507,1111281082.3896365,234599238.7750361,35955232.015218906,2021/08/01
1065194805.6270438,1358043167.4866557,1109000758.9276607,234505953.5078725,36057810.198735304,2021/08/02
1063516757.7382269,1354854568.9918747,1104868913.3456404,234060945.82205632,36260092.584943816,2021/08/03
1060899223.7823287,1353629715.267981,1103079156.397814,233701746.4634419,36226982.91459232,2021/08/04
1060694281.6216993,1353243574.1435416,1102021281.9647894,233285502.67663515,36010840.45159652,2021/08/05
1060580055.2184387,1353933524.6058643,1102689849.0951943,232964341.5001796,35828279.70973303,2021/08/06
1063746746.1347911,1358048121.4747448,1105524550.3589876,233087782.44671896,35597111.79478719,2021/08/07
1062680796.4342998,1358480247.0105052,1105529303.232981,233158632.7462071,35725699.29641404,2021/08/08
1061316360.6147665,1356870795.2868536,1103068480.3083415,233115837.924524,35826545.147805974,2021/08/09
1057300001.6412306,1353282033.0066435,1099023538.9480872,232629476.40184554,35987739.526304,2021/08/10
1057312261.9022917,1353097958.2707803,1097929990.907542,232322628.83674344,35918196.51088305,2021/08/11
1054148820.2364644,1350436528.7931824,1095576429.8650312,231683830.92670006,35655751.23360291,2021/08/12
1053244364.026088,1350426260.815699,1095645551.532007,231212063.87399393,35438292.95330791,2021/08/13
1054735657.662405,1353209350.1399937,1098332795.5637052,231266424.59989756,35146391.1651204,2021/08/14
1051551219.2423635,1351735714.7810266,1097623598.3154492,231165043.35606346,35214041.91916569,2021/08/15
1048160383.3208026,1348747539.568338,1094757382.2421227,230962379.23006254,35247050.179108195,2021/08/16
1044053971.7852058,1344750332.249823,1090803062.6748626,230261554.07431495,35284428.77858269,2021/08/17
1042289995.5734255,1343125870.87106,1089246578.3879468,229591025.1958068,35038504.50815665,2021/08/18
1038358740.6670879,1340386245.8521376,1087080993.8267014,229069639.95702088,34856941.231450364,2021/08/19
1037395954.6053255,1339674273.1231935,1087384619.8120494,228784216.10159162,34690188.8960547,2021/08/20
1037675299.1708238,1340091968.7989836,1087490251.4726632,228684602.8148067,34580891.11768659,2021/08/21
1034344673.1416744,1337790377.1530013,1086285444.255986,228470447.8471954,34579202.312898345,2021/08/22
1033663468.6897887,1337463091.8928752,1085677182.2218788,228674675.44052655,34696112.142691016,2021/08/23
1031034691.985502,1334489630.5396268,1083589899.3988738,228383367.93677908,34671894.42097322,2021/08/24
1030305238.5760545,1333739691.6335773,1082717708.9859247,228297516.27503818,34693751.54787425,2021/08/25
1025790968.0631027,1329442973.3489363,1080765910.2425497,227834274.07352296,34517110.70810195,2021/08/26
1025604057.8779958,1329182497.9897308,1081056874.6677911,227516112.7112469,34376097.12687103,2021/08/27
1028265497.1524997,1330413738.2428858,1081535443.641738,227524316.2520379,34330596.790956855,2021/08/28
1027340059.3637239,1329825488.8012214,1081380292.7101738,227665093.9032021,34536776.60970084,2021/08/29
1026748662.1963422,1328659178.9798498,1079798222.438175,227796598.90309134,34687663.182469755,2021/08/30
1023323134.9221733,1324326481.6931064,1075894304.8440695,227308375.68152946,34806724.85089872,2021/08/31
1023683205.9732949,1324354577.4162278,1075502332.6439145,227104087.60432562,34723039.81219487,2021/09/01
1022534499.8490857,1323352039.2541218,1075024576.1793225,226909540.22214568,34583450.01266444,2021/09/02
1022430948.8364116,1323118711.0409489,1075712039.9910347,226614107.0358882,34409472.24458182,2021/09/03
1025266795.8811797,1326449437.3618643,1078633633.9427996,226804728.19288257,34166246.16908206,2021/09/04
1023302514.0764673,1324848457.0763552,1078008199.6283796,226823635.02648532,34303103.063742384,2021/09/05
1021630157.1433073,1323287915.6789849,1076160099.063604,226868066.62236533,34413455.40471628,2021/09/06
1020995502.2174236,1320972104.9837077,1072993104.1973972,226636696.35061973,34646132.87467393,2021/09/07
1020883821.4574065,1320086453.969857,1072183189.3670686,226520278.02764472,34652110.778119616,2021/09/08
1022353162.2455356,1321029117.0795424,1072651139.2019968,226470630.084432,34519848.0830171,2021/09/09
1024616610.5176599,1322932504.8872666,1074611526.4303894,226424539.31987977,34381656.94350609,2021/09/10
1025781833.7135824,1324502532.2257357,1076214237.7348263,226398330.25266725,34122335.64721338,2021/09/11
1025152004.3994306,1324275107.346965,1076375282.4035177,226585162.54281953,34292659.495759375,2021/09/12
1023720287.4454606,1322268157.7668061,1074626602.7857242,226701033.0818249,34416131.15352708,2021/09/13
1022608912.9055641,1319269387.87637,1070979361.7537987,226387215.74799925,34645189.49204537,2021/09/14
1025674785.1178566,1321202887.1114652,1070989346.2983708,226369280.1776801,34666296.000133075,2021/09/15
1026475062.0759982,1321270900.9553766,1070730214.5517038,226209869.70147428,34526584.10916342,2021/09/16
1028146866.0022285,1322112360.6014025,1071652246.6293912,226006879.2406428,34389238.17174736,2021/09/17
1035302338.5731642,1329745286.0042746,1077048143.1766922,226700964.57679868,34248229.03275192,2021/09/18
1038444818.1507628,1332771869.6509933,1078451949.239264,227090704.02009434,34460444.888009265,2021/09/19
1039018817.1694314,1332585898.992352,1077488662.4408784,227343918.62119138,34616562.61218555,2021/09/20
1037832905.842218,1329234939.7351775,1074031595.5442843,227108905.29326147,34850170.074307464,2021/09/21
1040610674.0898824,1330546627.2942843,1073719667.7301952,227047377.02486575,34862224.91833264,2021/09/22
1043414523.2511613,1332252129.243314,1073825339.7322927,226919628.84581482,34736087.796468034,2021/09/23
1049793874.7181877,1337365644.2583616,1076741693.0729573,227045582.8974578,34651134.89758108,2021/09/24
1052623630.9449198,1340169022.1179442,1079457241.3653843,227272899.9188969,34421094.22311657,2021/09/25
1054478720.815636,1341486759.0202947,1079759855.5016475,227490194.10820702,34612089.31976699,2021/09/26
1055862883.5350057,1341882132.2354014,1078612477.8390794,227717098.55234465,34770413.00197694,2021/09/27
1054770856.841284,1338647441.466585,1075133154.879039,227463676.26390806,35002127.68235174,2021/09/28
1060277641.9920764,1342466454.7558136,1076201481.5863466,227632448.876278,35045740.88160079,2021/09/29
1063535436.7214576,1344676676.0559428,1076761083.2923024,227612335.3918111,34936055.36804266,2021/09/30
1068206789.895355,1347908807.173685,1078909515.8317766,227615399.80917037,34820057.47973247,2021/10/01
1074268847.9619815,1353549981.1634774,1082545095.3654218,227901951.765529,34589982.22842387,2021/10/02
1078782427.1555529,1357430681.5994818,1084223720.3991559,228294838.6023564,34790326.38770192,2021/10/03
1080638262.9888463,1357997871.9986963,1083276908.9791753,228519390.23739755,34929476.345843345,2021/10/04
1079672652.2046964,1354970038.0465794,1079782294.0624964,228190608.0295583,35112584.54666826,2021/10/05
1081766172.525137,1355724865.2442465,1079709974.2091532,228094478.29067475,35069145.38782423,2021/10/06
1086970901.0471509,1359154440.3418489,1080905512.8545,228235681.19441465,35038471.62015232,2021/10/07
1088428226.595576,1360002533.69543,1081516501.7478466,228359245.93391287,35000782.65648508,2021/10/08
1092706528.5636065,1363604545.4608178,1084070484.5790281,228606496.13024312,34941726.49897226,2021/10/09
1096090923.135251,1366799474.0527241,1086295301.1676319,228913726.97597814,35055816.54073176,2021/10/10
1100286173.7934372,1370190586.9570434,1087502538.0114646,229346336.89922282,35158733.819209106,2021/10/11
1102291100.7906406,1370136637.635679,1085530585.6504266,229338877.17499116,35362385.01852222,2021/10/12
1106293855.0210285,1372986050.9047563,1086049313.9609053,229487758.37137967,35350667.97643354,2021/10/13
1109463032.1428983,1375537258.2035565,1087232552.54137,229730934.15347058,35334398.910071574,2021/10/14
1114446780.6868026,1379533556.1481469,1088584149.462121,230011225.2026084,35300745.24061143,2021/10/15
1119044107.7012124,1383360727.2127547,1090607420.544096,230174701.98878312,35120459.42340545,2021/10/16
1122536450.5147943,1386497168.723988,1091934401.643674,230560053.7219545,35301151.4424384,2021/10/17
1123896017.3939435,1387150801.766365,1091242625.678393,230792718.22167924,35431125.23597114,2021/10/18
1124467604.272326,1385699802.4152982,1088556660.162688,230640819.69451478,35663804.139635265,2021/10/19
1128972797.6897578,1388757966.291738,1088873604.3542473,230736307.25136763,35692747.37103412,2021/10/20
1132692408.1198695,1391684732.0848215,1089951174.108071,230837151.02110478,35635640.503807604,2021/10/21
1137107312.8202934,1395134429.6734688,1092238284.8177028,231082275.0019086,35611752.45726217,2021/10/22
1141779541.2056766,1398547664.4478226,1093445748.7759345,231445815.58398724,35658883.189416945,2021/10/23
1144355375.9802666,1400565503.8550467,1094484608.1018457,231827206.61581662,35742139.20579915,2021/10/24
1148743044.420643,1405685776.274381,1096491190.515188,232344799.06481573,35926694.10005166,2021/10/25
1153181442.6507747,1409278520.7465138,1097582788.2166054,232686205.5129644,36053327.0963202,2021/10/26
1155444071.9756837,1410771253.7981393,1097675954.1240535,232680514.72673145,36082407.2290092,2021/10/27
1158781691.1973264,1413473111.2301471,1098506257.344555,232697876.159765,35971469.520807326,2021/10/28
1162974574.4014688,1417372656.6873288,1101435936.9093654,232811347.45968434,35878297.147712745,2021/10/29
1168022048.1938508,1421600671.9059827,1103482214.5523267,233067731.58047408,35878501.73809606,2021/10/30
1172492633.7116375,1425945551.724042,1105841053.0344076,233476132.4343507,36071849.39692405,2021/10/31
1172825155.1844702,1426196704.6235435,1105474233.0384445,233717072.2612887,36214628.371270016,2021/11/01
1172019555.2671125,1424387254.628021,1103383609.0416727,233569685.41522735,36416589.20117046,2021/11/02
1177071750.8823774,1428681993.7795386,1105216294.4257603,233704780.68254244,36405998.05181669,2021/11/03
1178915611.3507419,1430503924.0500286,1106694821.307225,233836349.9393273,36349222.08553366,2021/11/04
1182362071.8011417,1434308186.3063731,1108914914.785525,234054120.20629865,36305922.616464436,2021/11/05
1185040233.8638887,1436619810.1818194,1110924929.6048691,234242090.2441752,36266347.92915396,2021/11/06
1189173912.0057175,1441198877.7229948,1113746175.5698261,234660818.05807206,36411366.48348413,2021/11/07
1191851703.4086168,1444185294.4071586,1114766707.969463,235055476.726638,36525053.21310756,2021/11/08
1190310093.5068405,1441730835.757183,1112499363.5284686,234818024.38354635,36693733.3429681,2021/11/09
1190646452.499089,1441936030.5650213,1112910152.6140792,234720017.86029992,36643977.66189709,2021/11/10
1193269791.4532747,1444627437.7533877,1115064651.1729126,234864847.73320365,36604506.21464848,2021/11/11
1194236348.0467048,1446324732.8662543,1116896121.1090438,234958955.84881136,36537348.268715076,2021/11/12
1195791595.5426836,1447341333.6010592,1118103423.4788613,234977212.1360595,36455936.23273478,2021/11/13
1195456576.2007043,1448121979.7911966,1119487856.9787927,235146108.3479302,36557379.32864824,2021/11/14
1196024424.3154733,1449317955.2969885,1120163358.8674438,235319438.54967555,36627296.8791159,2021/11/15
1195813069.865635,1448365804.8915203,1118887588.093643,235140641.7447883,36778603.351048514,2021/11/16
1195734232.7480874,1448239339.8170373,1119353048.7045536,234975558.0477167,36716903.25376015,2021/11/17
